Frame,Name_Time (Seconds),0_X,0_Y,0_Z,1_X,1_Y,1_Z,2_X,2_Y,2_Z,3_X,3_Y,3_Z,4_X,4_Y,4_Z,5_X,5_Y,5_Z,6_X,6_Y,6_Z
908,7.566667,-54.229557,194.560745,582.968689,-34.911213,108.953758,513.472107,-53.344383,91.06427,497.603546,-39.615829,70.291031,486.938019,-56.300266,50.860313,479.283295,-43.201286,30.843277,472.293518,-59.5098,12.652309,466.585693
909,7.575,-54.232143,194.566086,582.980225,-34.911968,108.95475,513.466675,-53.345612,91.064194,497.607788,-39.615208,70.289368,486.935242,-56.299622,50.858498,479.277832,-43.199249,30.844269,472.28949,-59.510986,12.654902,466.586975
910,7.583333,-54.230145,194.564102,582.973389,-34.912712,108.952003,513.470703,-53.345058,91.063873,497.604675,-39.615643,70.288193,486.928497,-56.301739,50.857845,479.282715,-43.202084,30.843872,472.296204,-59.510674,12.651757,466.591675
911,7.591667,-54.230194,194.561417,582.971313,-34.914013,108.948792,513.468567,-53.346222,91.065002,497.619904,-39.614624,70.288399,486.922791,-56.300781,50.856876,479.28183,-43.202179,30.846455,472.29071,-59.511616,12.649711,466.592407
912,7.6,-54.23,194.565002,582.975159,-34.913002,108.95372,513.464966,-53.343647,91.061562,497.60257,-39.613972,70.289696,486.935364,-56.299698,50.855473,479.279205,-43.200806,30.84565,472.293335,-59.51107,12.653093,466.580902
913,7.608333,-54.23003,194.565765,582.973938,-34.914204,108.952271,513.462158,-53.346359,91.062912,497.60321,-39.615688,70.288231,486.92688,-56.301022,50.857944,479.281982,-43.202202,30.846701,472.299133,-59.510952,12.651134,466.585968
914,7.616667,-54.231155,194.563232,582.96814,-34.91592,108.957047,513.483704,-53.344769,91.062798,497.60733,-39.617081,70.287872,486.931458,-56.302765,50.858204,479.278717,-43.201447,30.84123,472.289368,-59.509548,12.650205,466.586945
915,7.625,-54.230309,194.563217,582.972595,-34.91341,108.954765,513.474304,-53.344315,91.061714,497.597504,-39.614685,70.289024,486.930176,-56.300961,50.856308,479.277466,-43.202274,30.839172,472.295776,-59.509174,12.650223,466.583191
916,7.633333,-54.230515,194.563339,582.977234,-34.912758,108.951714,513.466187,-53.342285,91.061768,497.597321,-39.614292,70.288002,486.920288,-56.299847,50.856743,479.274323,-43.204605,30.839075,472.292847,-59.511478,12.646586,466.587982
917,7.641667,-54.229568,194.560318,582.967529,-34.912216,108.955215,513.473083,-53.346306,91.06382,497.597931,-39.614548,70.289291,486.921875,-56.301067,50.856003,479.278717,-43.20113,30.842554,472.283142,-59.510086,12.648114,466.587524
918,7.65,-54.229294,194.561234,582.970032,-34.91312,108.954674,513.476196,-53.341854,91.065727,497.596252,-39.615009,70.289864,486.934753,-56.300167,50.858749,479.275696,-43.201424,30.84112,472.294922,-59.511749,12.648762,466.59494
919,7.658333,-54.229698,194.559753,582.964661,-34.912628,108.950798,513.466309,-53.342735,91.061539,497.594116,-39.615395,70.287163,486.928223,-56.300972,50.858173,479.284332,-43.201912,30.840569,472.2883,-59.509007,12.647062,466.58316
920,7.666667,-54.228928,194.562607,582.971619,-34.912701,108.953148,513.47522,-53.346249,91.064171,497.612762,-39.613819,70.289345,486.925232,-56.300568,50.858757,479.279114,-43.200874,30.839933,472.283661,-59.510437,12.649337,466.591553
921,7.675,-54.230511,194.564438,582.974731,-34.913227,108.95092,513.470703,-53.346554,91.061531,497.603302,-39.614273,70.28727,486.928345,-56.300251,50.859222,479.281982,-43.199619,30.840199,472.290588,-59.508869,12.651197,466.58371
922,7.683333,-54.229691,194.560089,582.964722,-34.913097,108.950172,513.472717,-53.342731,91.059067,497.593048,-39.614605,70.284981,486.927277,-56.298786,50.857174,479.285919,-43.200161,30.841387,472.295166,-59.510136,12.649501,466.58963
923,7.691667,-54.229984,194.563354,582.972961,-34.913708,108.951614,513.470825,-53.345699,91.058121,497.593872,-39.613525,70.287796,486.923462,-56.301746,50.856319,479.279633,-43.201714,30.84384,472.297852,-59.510746,12.652642,466.593811
924,7.7,-54.23064,194.557693,582.962219,-34.913586,108.951096,513.476135,-53.34528,91.059967,497.606262,-39.613739,70.2855,486.927917,-56.299866,50.857922,479.284088,-43.200558,30.843634,472.291779,-59.512154,12.651396,466.596863
925,7.708333,-54.231377,194.561798,582.973267,-34.910919,108.950287,513.466064,-53.3456,91.061478,497.608368,-39.615284,70.287613,486.934875,-56.301144,50.855453,479.283875,-43.201996,30.841196,472.290314,-59.511261,12.652136,466.588531
926,7.716667,-54.22934,194.565796,582.975769,-34.914486,108.953987,513.465088,-53.343903,91.063766,497.605408,-39.617786,70.288681,486.93457,-56.301502,50.85928,479.273468,-43.201843,30.840515,472.291718,-59.510231,12.650815,466.588837
927,7.725,-54.228466,194.564102,582.967041,-34.91357,108.950104,513.465088,-53.347824,91.066124,497.610016,-39.615284,70.286987,486.921326,-56.300449,50.859364,479.283325,-43.201454,30.83946,472.285492,-59.509834,12.646957,466.583313
928,7.733333,-54.230511,194.564026,582.969299,-34.912567,108.953911,513.468384,-53.343433,91.066719,497.601532,-39.615406,70.292473,486.92746,-56.300507,50.858982,479.283813,-43.202873,30.841412,472.293213,-59.511845,12.646469,466.593079
929,7.741667,-54.228447,194.563385,582.967041,-34.912205,108.952499,513.477112,-53.345024,91.066566,497.6091,-39.614609,70.290756,486.926514,-56.301498,50.857845,479.282928,-43.19994,30.844633,472.292419,-59.512032,12.648472,466.592377
930,7.75,-54.230072,194.562485,582.971069,-34.914757,108.950203,513.457214,-53.345985,91.067589,497.617767,-39.613949,70.288963,486.930359,-56.301399,50.856403,479.280182,-43.202374,30.841599,472.289703,-59.511471,12.646651,466.573669
931,7.758333,-54.229225,194.562378,582.966736,-34.913879,108.951828,513.471985,-53.344936,91.0662,497.607544,-39.615074,70.287857,486.929779,-56.29985,50.859795,479.276489,-43.200111,30.842648,472.292999,-59.509209,12.651713,466.583954
932,7.766667,-54.230633,194.566544,582.976807,-34.913883,108.954651,513.473206,-53.345402,91.066429,497.612427,-39.614723,70.291054,486.931213,-56.30056,50.858501,479.290192,-43.20158,30.844288,472.301544,-59.510643,12.650164,466.590485
933,7.775,-54.230343,194.566025,582.972595,-34.912086,108.948875,513.465942,-53.344864,91.063805,497.61026,-39.61375,70.291328,486.930695,-56.299786,50.859348,479.285034,-43.199306,30.841248,472.286713,-59.508194,12.649938,466.583893
934,7.783333,-54.229504,194.564774,582.966492,-34.914249,108.952354,513.471252,-53.343361,91.063782,497.607819,-39.613842,70.290138,486.930939,-56.299244,50.859272,479.276123,-43.200188,30.842447,472.28302,-59.510338,12.653497,466.589539
935,7.791667,-54.229195,194.561386,582.956909,-34.91164,108.950691,513.466431,-53.346142,91.059097,497.605438,-39.614288,70.291046,486.929657,-56.299103,50.859894,479.280334,-43.199516,30.842318,472.298889,-59.509472,12.652055,466.585052
936,7.8,-54.229469,194.564545,582.966736,-34.911423,108.950317,513.467163,-53.344177,91.059875,497.598267,-39.614117,70.290337,486.934418,-56.300453,50.857857,479.279266,-43.200603,30.847086,472.292786,-59.510998,12.656273,466.59024
937,7.808333,-54.230602,194.564026,582.975647,-34.912178,108.950569,513.471313,-53.344257,91.063789,497.607483,-39.615089,70.288521,486.932983,-56.299824,50.858456,479.277039,-43.201088,30.843975,472.289307,-59.510532,12.652967,466.585754
938,7.816667,-54.228294,194.560501,582.968628,-34.911186,108.952438,513.476746,-53.345676,91.063744,497.61264,-39.614857,70.287659,486.927765,-56.301979,50.855827,479.281921,-43.202229,30.838131,472.294525,-59.51099,12.649486,466.595062
939,7.825,-54.229126,194.560059,582.96167,-34.914192,108.954697,513.485718,-53.347103,91.066704,497.618195,-39.617321,70.291611,486.940826,-56.300774,50.858234,479.274445,-43.203987,30.842209,472.295898,-59.511963,12.651168,466.582916
940,7.833333,-54.23069,194.56694,582.972534,-34.911846,108.95092,513.466125,-53.344898,91.06929,497.610016,-39.615143,70.290039,486.923187,-56.302166,50.862453,479.278229,-43.20322,30.842627,472.296692,-59.510929,12.651655,466.589325
941,7.841667,-54.228809,194.563812,582.962219,-34.911129,108.955635,513.476807,-53.343266,91.067284,497.607117,-39.616631,70.292107,486.939667,-56.303093,50.860641,479.284546,-43.200874,30.840996,472.287445,-59.511963,12.652027,466.583282
942,7.85,-54.228836,194.560257,582.963257,-34.912041,108.952209,513.463562,-53.347866,91.064026,497.611969,-39.614185,70.291893,486.929199,-56.301056,50.859013,479.280243,-43.20396,30.841738,472.294128,-59.511208,12.648014,466.581848
943,7.858333,-54.230965,194.559799,582.966492,-34.914536,108.952187,513.465881,-53.343967,91.063591,497.607758,-39.615425,70.291374,486.935608,-56.301907,50.857849,479.27655,-43.202663,30.84325,472.294312,-59.5121,12.649202,466.595032
944,7.866667,-54.231052,194.561554,582.969421,-34.913136,108.952911,513.473572,-53.345924,91.065048,497.607452,-39.615402,70.292694,486.935669,-56.300728,50.858959,479.273865,-43.203888,30.84449,472.292816,-59.511917,12.654321,466.590607
945,7.875,-54.230389,194.565109,582.97229,-34.916164,108.952888,513.470581,-53.340916,91.063759,497.600586,-39.615421,70.286041,486.927216,-56.302139,50.860413,479.284241,-43.199711,30.843332,472.290253,-59.510784,12.653883,466.58609
946,7.883333,-54.229424,194.562057,582.962524,-34.91217,108.951393,513.471741,-53.343739,91.062386,497.608582,-39.614426,70.290604,486.933197,-56.300735,50.859364,479.286438,-43.200974,30.842354,472.292236,-59.511322,12.651113,466.588043
947,7.891667,-54.230652,194.5625,582.96875,-34.91293,108.952477,513.481323,-53.343876,91.061722,497.605927,-39.615482,70.289955,486.941406,-56.301434,50.857841,479.279083,-43.200668,30.840515,472.290375,-59.511868,12.652349,466.584045
948,7.9,-54.23135,194.56665,582.979309,-34.912819,108.957024,513.46582,-53.346874,91.061615,497.609772,-39.616199,70.289581,486.933472,-56.302162,50.860222,479.286926,-43.203865,30.841805,472.299438,-59.515068,12.653081,466.59079
949,7.908333,-54.231571,194.567047,582.97937,-34.914406,108.956314,513.476013,-53.345596,91.062782,497.61615,-39.61504,70.288422,486.925781,-56.301678,50.858479,479.284698,-43.200699,30.845772,472.290802,-59.511517,12.653968,466.585724
950,7.916667,-54.229572,194.562576,582.965271,-34.912022,108.954399,513.470764,-53.344475,91.066322,497.614655,-39.61496,70.29068,486.931702,-56.30159,50.859348,479.287842,-43.20311,30.848017,472.300751,-59.510895,12.65408,466.591431
951,7.925,-54.228519,194.56218,582.960876,-34.914658,108.951691,513.471069,-53.345543,91.065819,497.603485,-39.613873,70.291962,486.924866,-56.3027,50.859055,479.288055,-43.201359,30.84609,472.289703,-59.512218,12.653435,466.589844
952,7.933333,-54.230698,194.566467,582.973877,-34.913704,108.954163,513.484558,-53.344528,91.063683,497.602539,-39.614674,70.291336,486.927551,-56.301243,50.859676,479.273315,-43.20314,30.840322,472.293427,-59.513424,12.649915,466.585999
953,7.941667,-54.230289,194.562286,582.962463,-34.912224,108.95433,513.477417,-53.34362,91.062912,497.598785,-39.616585,70.290741,486.930359,-56.301682,50.858959,479.279785,-43.20306,30.842237,472.293152,-59.513134,12.646456,466.585419
954,7.95,-54.229557,194.565613,582.973633,-34.915146,108.952103,513.475159,-53.34362,91.064087,497.606506,-39.615189,70.28997,486.928864,-56.301888,50.857372,479.281097,-43.203613,30.843042,472.300049,-59.512367,12.650551,466.595215
955,7.958333,-54.228565,194.562149,582.967407,-34.910759,108.951492,513.463867,-53.343121,91.065529,497.606628,-39.613693,70.289368,486.931366,-56.299988,50.858177,479.282501,-43.200787,30.84111,472.290009,-59.508358,12.651355,466.584686
956,7.966667,-54.231289,194.564835,582.976562,-34.914196,108.95343,513.474792,-53.341225,91.065506,497.601318,-39.614662,70.291443,486.931671,-56.300308,50.860207,479.282227,-43.2019,30.841389,472.291656,-59.510059,12.64967,466.584717
957,7.975,-54.231632,194.5634,582.968933,-34.914776,108.953827,513.464539,-53.344704,91.064308,497.603363,-39.614857,70.291222,486.930298,-56.299877,50.858871,479.276428,-43.200665,30.841791,472.294861,-59.508694,12.651781,466.588135
958,7.983333,-54.232719,194.565521,582.973206,-34.913403,108.951729,513.462219,-53.345257,91.063019,497.613983,-39.61581,70.289345,486.938995,-56.301193,50.85915,479.281952,-43.20097,30.842707,472.302887,-59.509132,12.650864,466.593323
959,7.991667,-54.230412,194.564911,582.967834,-34.913025,108.949051,513.475525,-53.347237,91.064888,497.617279,-39.61372,70.286774,486.933868,-56.300194,50.857346,479.2883,-43.199356,30.846319,472.285431,-59.509232,12.653602,466.586304
960,8,-54.230202,194.564957,582.971924,-34.914242,108.954178,513.48175,-53.346348,91.06398,497.61264,-39.615635,70.287201,486.929779,-56.300499,50.857872,479.280426,-43.20195,30.847151,472.291809,-59.510788,12.654305,466.584442
961,8.008333,-54.231255,194.560257,582.968689,-34.914886,108.948914,513.467285,-53.345833,91.061066,497.604309,-39.614559,70.287132,486.933502,-56.301495,50.856377,479.282379,-43.204071,30.842888,472.296692,-59.512081,12.649904,466.595886
962,8.016667,-54.230751,194.561401,582.972168,-34.912125,108.950607,513.466125,-53.345676,91.063171,497.609039,-39.61681,70.288208,486.934448,-56.301132,50.857464,479.281006,-43.201267,30.841959,472.291534,-59.512363,12.649747,466.587585
963,8.025,-54.231594,194.56366,582.973206,-34.913277,108.951881,513.469727,-53.346493,91.063576,497.616211,-39.61451,70.290977,486.931671,-56.30204,50.858868,479.286896,-43.202877,30.840174,472.290833,-59.511047,12.651299,466.579834
964,8.033333,-54.229313,194.559891,582.962036,-34.912865,108.951126,513.47998,-53.344566,91.060768,497.600708,-39.615646,70.290405,486.935638,-56.301708,50.857719,479.28302,-43.200771,30.83737,472.282257,-59.511677,12.648439,466.587097
965,8.041667,-54.23103,194.565811,582.980408,-34.91198,108.946701,513.462158,-53.346901,91.063858,497.613617,-39.616722,70.289642,486.93515,-56.302242,50.858231,479.28714,-43.201134,30.841248,472.294403,-59.513737,12.645766,466.598755
966,8.05,-54.231041,194.562592,582.972168,-34.91486,108.954269,513.471497,-53.347435,91.061806,497.61264,-39.615589,70.289085,486.928864,-56.302036,50.857445,479.285126,-43.202114,30.840054,472.292511,-59.510567,12.646354,466.589172
967,8.058333,-54.231434,194.561295,582.968994,-34.912968,108.950493,513.461731,-53.347324,91.063942,497.606781,-39.617168,70.286919,486.930695,-56.301903,50.857029,479.27951,-43.202408,30.838877,472.294739,-59.510899,12.648069,466.590424
968,8.066667,-54.229504,194.560516,582.967773,-34.913925,108.949188,513.473267,-53.343353,91.066666,497.599426,-39.613705,70.288666,486.926392,-56.299244,50.856335,479.279877,-43.200256,30.842197,472.294037,-59.510532,12.649117,466.592194
969,8.075,-54.230946,194.565887,582.978394,-34.912415,108.950531,513.470398,-53.344734,91.063896,497.595459,-39.616428,70.290413,486.929565,-56.3009,50.855728,479.280823,-43.200306,30.838863,472.298035,-59.507523,12.648557,466.589447
970,8.083333,-54.230171,194.559387,582.96344,-34.916878,108.951065,513.473022,-53.342979,91.063782,497.603302,-39.617352,70.287277,486.928223,-56.302166,50.857941,479.281494,-43.201756,30.844709,472.299225,-59.510933,12.65071,466.574646
971,8.091667,-54.231674,194.563736,582.970703,-34.910725,108.950333,513.470276,-53.343857,91.06356,497.597534,-39.61586,70.290131,486.930145,-56.300156,50.859066,479.278473,-43.202267,30.84255,472.298737,-59.509243,12.650247,466.585693
972,8.1,-54.230698,194.564774,582.974915,-34.913158,108.950951,513.471436,-53.344028,91.063324,497.605347,-39.615765,70.283707,486.917908,-56.300419,50.857014,479.286072,-43.200508,30.841608,472.28299,-59.510574,12.653136,466.590698
973,8.108333,-54.228329,194.562454,582.970337,-34.91119,108.949936,513.465759,-53.343933,91.062256,497.606079,-39.614143,70.286911,486.917908,-56.300575,50.858028,479.28064,-43.200756,30.841347,472.289825,-59.509998,12.650187,466.591827
974,8.116667,-54.231491,194.564362,582.975464,-34.91407,108.95118,513.463196,-53.344242,91.064018,497.600586,-39.615795,70.288536,486.9263,-56.302555,50.855896,479.276398,-43.201462,30.842241,472.286987,-59.510994,12.650292,466.574249
975,8.125,-54.231407,194.565979,582.9729,-34.914013,108.950531,513.472107,-53.345654,91.065094,497.61557,-39.616299,70.28775,486.920197,-56.303463,50.858585,479.284302,-43.201878,30.840885,472.294678,-59.512852,12.650488,466.591675
976,8.133333,-54.231125,194.565506,582.96698,-34.913986,108.955421,513.479309,-53.347702,91.065056,497.603821,-39.615601,70.290977,486.923737,-56.300453,50.860756,479.28598,-43.199284,30.843403,472.286346,-59.50914,12.64837,466.582977
977,8.141667,-54.231735,194.568085,582.977722,-34.914856,108.952667,513.469604,-53.346268,91.066467,497.608032,-39.614719,70.291298,486.923798,-56.300434,50.85902,479.279724,-43.202232,30.843603,472.291748,-59.510277,12.650336,466.581329
978,8.15,-54.229698,194.563416,582.973816,-34.912842,108.948074,513.468384,-53.346973,91.062958,497.606323,-39.616093,70.288261,486.927612,-56.301674,50.856602,479.27887,-43.200615,30.841467,472.289246,-59.510296,12.647361,466.591583
979,8.158333,-54.231277,194.560791,582.96698,-34.915833,108.9505,513.46814,-53.345669,91.063919,497.60614,-39.616535,70.289383,486.934784,-56.301727,50.859344,479.281738,-43.203159,30.839151,472.288788,-59.509365,12.650277,466.586731
980,8.166667,-54.231018,194.563034,582.973999,-34.913963,108.952026,513.477905,-53.346622,91.062614,497.603058,-39.615604,70.290619,486.932648,-56.300915,50.860222,479.27771,-43.201733,30.840437,472.298157,-59.510021,12.649789,466.595886
981,8.175,-54.230915,194.562744,582.973083,-34.913219,108.952911,513.480957,-53.343849,91.065483,497.609344,-39.616642,70.287537,486.926605,-56.299896,50.861153,479.276764,-43.202103,30.84111,472.285675,-59.510017,12.650285,466.590973
982,8.183333,-54.231422,194.563766,582.975342,-34.914135,108.951561,513.474915,-53.343197,91.062637,497.591888,-39.614403,70.28894,486.929718,-56.299061,50.860638,479.273224,-43.202023,30.846907,472.293304,-59.509933,12.652385,466.581909
983,8.191667,-54.231274,194.563782,582.971375,-34.913712,108.950119,513.464844,-53.342262,91.060562,497.588654,-39.616234,70.28907,486.927551,-56.301476,50.857361,479.286377,-43.202572,30.847118,472.295044,-59.511135,12.655947,466.595367
984,8.2,-54.233723,194.563721,582.973816,-34.915962,108.950348,513.467163,-53.34446,91.064049,497.604401,-39.615921,70.286903,486.922668,-56.301407,50.856823,479.276672,-43.20126,30.842022,472.291931,-59.51067,12.651502,466.582153
985,8.208333,-54.229111,194.56076,582.965149,-34.913391,108.950325,513.468201,-53.343159,91.061707,497.600342,-39.614586,70.28846,486.931122,-56.304214,50.859818,479.285217,-43.204494,30.844175,472.304657,-59.510506,12.65394,466.592224
986,8.216667,-54.229626,194.564407,582.974304,-34.910854,108.9506,513.474548,-53.345165,91.061966,497.604126,-39.617859,70.289711,486.932434,-56.301254,50.857807,479.275085,-43.203114,30.840939,472.297546,-59.512074,12.653265,466.586761
987,8.225,-54.230434,194.563736,582.975586,-34.913658,108.952576,513.468994,-53.345692,91.06424,497.6073,-39.614559,70.286385,486.921753,-56.303139,50.859516,479.280548,-43.203754,30.847616,472.295532,-59.511841,12.651156,466.592621
988,8.233333,-54.231892,194.56192,582.970032,-34.915157,108.952293,513.475891,-53.349232,91.064613,497.607269,-39.615688,70.289963,486.926605,-56.301785,50.859219,479.277313,-43.203213,30.843729,472.290802,-59.513241,12.649161,466.583527
989,8.241667,-54.230835,194.55957,582.963684,-34.915054,108.950096,513.470276,-53.347977,91.062073,497.610779,-39.615623,70.292412,486.932526,-56.303333,50.856087,479.275146,-43.203506,30.838934,472.288422,-59.510052,12.650689,466.57547
990,8.25,-54.231365,194.56192,582.972961,-34.914982,108.950363,513.466431,-53.347122,91.061317,497.60141,-39.617661,70.288261,486.928741,-56.30117,50.85651,479.277679,-43.203655,30.839317,472.291443,-59.511833,12.648392,466.593262
991,8.258333,-54.23143,194.561996,582.970398,-34.915737,108.948723,513.465576,-53.347233,91.065376,497.611298,-39.616051,70.29097,486.925415,-56.300385,50.857784,479.278748,-43.200882,30.842924,472.286957,-59.511524,12.652935,466.581146
992,8.266667,-54.231911,194.563004,582.966553,-34.914474,108.954597,513.479004,-53.3442,91.064583,497.595154,-39.616226,70.291626,486.933197,-56.302185,50.8592,479.278595,-43.202885,30.844749,472.287354,-59.512218,12.653654,466.589203
993,8.275,-54.228977,194.561508,582.963928,-34.9147,108.954338,513.472717,-53.345524,91.062889,497.611359,-39.615612,70.288315,486.92804,-56.30204,50.858898,479.285248,-43.203003,30.845556,472.298309,-59.509701,12.651447,466.57901
994,8.283333,-54.229652,194.562927,582.972839,-34.913315,108.952698,513.46637,-53.345905,91.06469,497.613312,-39.615662,70.286713,486.92749,-56.302132,50.860409,479.282776,-43.202999,30.841665,472.296448,-59.511341,12.651906,466.586304
995,8.291667,-54.230656,194.562683,582.974731,-34.913147,108.948898,513.463867,-53.34383,91.065285,497.609192,-39.616356,70.288429,486.933044,-56.301033,50.859108,479.27832,-43.200592,30.84536,472.295044,-59.510925,12.653594,466.5867
996,8.3,-54.230309,194.560486,582.967346,-34.914127,108.950752,513.474548,-53.346485,91.061775,497.599701,-39.616348,70.288902,486.931885,-56.300953,50.858665,479.284546,-43.201431,30.84527,472.298645,-59.51086,12.654165,466.584351
997,8.308333,-54.231812,194.564682,582.972656,-34.912079,108.951218,513.46228,-53.346481,91.067352,497.609894,-39.617134,70.289864,486.933075,-56.30035,50.857857,479.27533,-43.204319,30.846268,472.295471,-59.511456,12.656689,466.583862
998,8.316667,-54.229694,194.558228,582.955078,-34.915657,108.954018,513.47644,-53.344379,91.06311,497.599579,-39.613968,70.289467,486.928894,-56.300762,50.858749,479.278015,-43.201614,30.845505,472.297913,-59.512699,12.65268,466.593719
999,8.325,-54.229164,194.559631,582.966492,-34.913109,108.950661,513.472168,-53.344025,91.062355,497.600037,-39.618046,70.28688,486.923859,-56.300041,50.857983,479.280304,-43.201691,30.84194,472.289215,-59.51067,12.651147,466.586487
1000,8.333333,-54.231682,194.558212,582.964172,-34.91497,108.950813,513.466003,-53.34618,91.063873,497.607117,-39.616577,70.290718,486.926544,-56.300327,50.857212,479.284668,-43.202747,30.841005,472.289825,-59.509571,12.649473,466.583099
1001,8.341667,-54.233002,194.563995,582.974243,-34.911613,108.951523,513.469543,-53.349125,91.067863,497.610779,-39.616764,70.291992,486.92627,-56.299545,50.854286,479.273834,-43.202774,30.842999,472.289093,-59.512558,12.652145,466.594055
1002,8.35,-54.22995,194.561188,582.963318,-34.913826,108.94976,513.464905,-53.3437,91.06427,497.602356,-39.616341,70.288872,486.927246,-56.301525,50.855892,479.275879,-43.201736,30.842388,472.294189,-59.510605,12.650333,466.588989
1003,8.358333,-54.229427,194.56221,582.970947,-34.913837,108.951546,513.469421,-53.346451,91.065376,497.609711,-39.614773,70.290909,486.931366,-56.30064,50.858692,479.278839,-43.20229,30.842733,472.297363,-59.509087,12.650028,466.587433
1004,8.366667,-54.229221,194.560074,582.971375,-34.914986,108.95208,513.471924,-53.34417,91.0616,497.599579,-39.615631,70.287987,486.926239,-56.301399,50.857143,479.280151,-43.203362,30.84095,472.292206,-59.510052,12.649063,466.586426
1005,8.375,-54.231842,194.564865,582.984314,-34.914387,108.946686,513.471924,-53.346554,91.063797,497.611328,-39.616501,70.285004,486.922607,-56.301628,50.856869,479.280151,-43.20406,30.844843,472.299072,-59.511021,12.651577,466.579498
1006,8.383333,-54.231548,194.560501,582.970581,-34.915298,108.950188,513.477417,-53.348858,91.060219,497.602722,-39.615398,70.288315,486.929565,-56.299564,50.855053,479.283905,-43.202888,30.841064,472.293762,-59.510529,12.65205,466.583832
1007,8.391667,-54.231339,194.561096,582.969238,-34.914371,108.952446,513.471558,-53.34243,91.062943,497.59198,-39.614994,70.288719,486.935211,-56.300991,50.858204,479.279907,-43.20237,30.845091,472.290863,-59.509815,12.650841,466.587372
1008,8.4,-54.232101,194.561798,582.968811,-34.913479,108.953026,513.473999,-53.347691,91.063248,497.603821,-39.615692,70.289085,486.93457,-56.301449,50.857883,479.283142,-43.203434,30.842546,472.291595,-59.508633,12.652864,466.573792
1009,8.408333,-54.230888,194.562698,582.969727,-34.915783,108.954079,513.461914,-53.344158,91.060364,497.606293,-39.615898,70.289223,486.929596,-56.301792,50.85471,479.276123,-43.203556,30.840757,472.293152,-59.511322,12.653587,466.591644
1010,8.416667,-54.23032,194.559418,582.963318,-34.914787,108.948997,513.458862,-53.342628,91.060478,497.59729,-39.615227,70.288773,486.92868,-56.302189,50.857685,479.27533,-43.202229,30.839153,472.286102,-59.512043,12.65019,466.587891
1011,8.425,-54.233372,194.561249,582.973206,-34.914341,108.950737,513.480408,-53.346458,91.061844,497.608826,-39.617031,70.289444,486.929779,-56.300423,50.857307,479.275787,-43.202961,30.84087,472.300049,-59.513538,12.646907,466.588593
1012,8.433333,-54.230549,194.55838,582.961792,-34.911545,108.950256,513.468506,-53.347439,91.060265,497.606476,-39.616478,70.287704,486.92923,-56.30032,50.856632,479.273163,-43.200935,30.844969,472.289398,-59.511497,12.649176,466.585876
1013,8.441667,-54.231339,194.561081,582.970825,-34.915249,108.950409,513.473145,-53.343262,91.065231,497.605469,-39.615597,70.288094,486.917328,-56.301456,50.857803,479.277191,-43.202534,30.841188,472.294281,-59.510387,12.651861,466.591156
1014,8.45,-54.230816,194.56131,582.970764,-34.912437,108.9515,513.470947,-53.343521,91.066444,497.604828,-39.615761,70.290802,486.930542,-56.30127,50.858055,479.279755,-43.201218,30.840555,472.283417,-59.510334,12.650322,466.585815
1015,8.458333,-54.231953,194.55986,582.966492,-34.91605,108.952667,513.473938,-53.346371,91.063766,497.605042,-39.615589,70.288383,486.928375,-56.30154,50.856548,479.281647,-43.202782,30.84199,472.292694,-59.510265,12.65249,466.590332
1016,8.466667,-54.230579,194.560303,582.965759,-34.912647,108.951408,513.476379,-53.346325,91.062637,497.603577,-39.615788,70.290337,486.926422,-56.301456,50.857689,479.275818,-43.201195,30.841745,472.29007,-59.510853,12.650796,466.588959
1017,8.475,-54.231407,194.560394,582.967407,-34.914215,108.95018,513.469788,-53.345146,91.062607,497.601929,-39.615376,70.288216,486.92984,-56.299263,50.858913,479.276154,-43.201736,30.842701,472.288605,-59.510929,12.651324,466.589966
1018,8.483333,-54.23283,194.561264,582.97345,-34.913868,108.949173,513.461304,-53.34277,91.061493,497.595459,-39.616089,70.287521,486.926208,-56.302799,50.858879,479.283691,-43.202156,30.845125,472.290436,-59.511295,12.65356,466.583191
1019,8.491667,-54.231438,194.559631,582.963684,-34.915443,108.950043,513.458313,-53.345978,91.06443,497.612244,-39.613644,70.287354,486.924103,-56.299759,50.857941,479.276154,-43.203117,30.84453,472.296692,-59.510468,12.653152,466.581207
1020,8.5,-54.230331,194.56517,582.97644,-34.912945,108.95137,513.470764,-53.343819,91.060242,497.591431,-39.615219,70.288712,486.931976,-56.300392,50.856709,479.271301,-43.201092,30.845978,472.288788,-59.509296,12.651099,466.585815
1021,8.508333,-54.232555,194.565292,582.97821,-34.912727,108.950508,513.465698,-53.345142,91.061935,497.605927,-39.616024,70.288612,486.929596,-56.301041,50.858067,479.278748,-43.200615,30.842003,472.289795,-59.509342,12.652338,466.585114
1022,8.516667,-54.229885,194.560699,582.968628,-34.914028,108.94931,513.467773,-53.34473,91.062592,497.60321,-39.616337,70.290199,486.933563,-56.303196,50.860874,479.276947,-43.202236,30.844736,472.285095,-59.509117,12.653853,466.583069
1023,8.525,-54.231907,194.561325,582.968628,-34.915474,108.949677,513.460571,-53.344429,91.064354,497.597626,-39.614296,70.289589,486.925201,-56.301674,50.860004,479.276123,-43.201096,30.846659,472.282013,-59.510311,12.651433,466.585846
