Frame,Name_Time (Seconds),0_X,0_Y,0_Z,1_X,1_Y,1_Z,2_X,2_Y,2_Z,3_X,3_Y,3_Z,4_X,4_Y,4_Z,5_X,5_Y,5_Z,6_X,6_Y,6_Z
3715,30.958333,-54.232319,194.574493,582.983643,-34.077805,108.815338,512.799927,-55.126556,89.523933,497.237335,-38.742233,67.262276,486.7099,-58.144909,45.377995,481.150543,-42.356594,22.589386,476.434052,-61.533615,1.25454,475.261292
3716,30.966667,-54.23148,194.56955,582.9776,-34.077023,108.81823,512.798157,-55.111824,89.544281,497.235779,-38.743317,67.305771,486.692535,-58.125084,45.447666,481.067444,-42.364372,22.674013,476.351257,-61.50391,1.365677,475.084412
3717,30.975,-54.230103,194.56604,582.971985,-34.087292,108.822754,512.816589,-55.098209,89.57663,497.252777,-38.748878,67.360687,486.68512,-58.106144,45.520081,481.010071,-42.370697,22.770473,476.279602,-61.487831,1.479181,474.939484
3718,30.983333,-54.231895,194.568283,582.971985,-34.088932,108.833015,512.816406,-55.089722,89.598091,497.253387,-38.757713,67.414886,486.67746,-58.090889,45.584846,480.972839,-42.376713,22.87236,476.192993,-61.468147,1.582104,474.822479
3719,30.991667,-54.229534,194.5681,582.966431,-34.098068,108.84346,512.82312,-55.079445,89.622078,497.261292,-38.7658,67.466515,486.662903,-58.074661,45.657845,480.917786,-42.375923,22.968477,476.102814,-61.446697,1.70389,474.710663
3720,31,-54.229351,194.568268,582.968628,-34.103382,108.844185,512.828552,-55.067104,89.650215,497.271179,-38.771454,67.518669,486.655884,-58.058163,45.730373,480.892883,-42.373749,23.071032,476.028809,-61.438511,1.822373,474.617615
3721,31.008333,-54.230667,194.56926,582.967529,-34.108238,108.862892,512.849182,-55.056522,89.674797,497.282654,-38.776478,67.564926,486.648224,-58.041298,45.800423,480.861603,-42.37891,23.163492,475.967773,-61.422024,1.931595,474.491486
3722,31.016667,-54.230133,194.567062,582.96405,-34.11359,108.861015,512.839661,-55.045048,89.691193,497.280334,-38.77993,67.606415,486.641022,-58.019409,45.869724,480.823517,-42.383255,23.250256,475.927368,-61.407928,2.033022,474.358612
3723,31.025,-54.231041,194.568924,582.974243,-34.118557,108.863991,512.857056,-55.035973,89.718063,497.296722,-38.782948,67.650597,486.64743,-58.001583,45.937405,480.791168,-42.390705,23.337782,475.884064,-61.398037,2.135228,474.276978
3724,31.033333,-54.228424,194.565613,582.9646,-34.123539,108.867691,512.850952,-55.02697,89.740471,497.286957,-38.790512,67.688362,486.629547,-57.989738,46.003792,480.767548,-42.395252,23.413555,475.826233,-61.390255,2.241692,474.183777
3725,31.041667,-54.229408,194.569183,582.974365,-34.128357,108.875626,512.860657,-55.013298,89.764565,497.287354,-38.793186,67.723709,486.621033,-57.975754,46.063686,480.734894,-42.402809,23.48847,475.771881,-61.376534,2.338721,474.088074
3726,31.05,-54.230518,194.570709,582.97821,-34.132664,108.882408,512.875488,-55.001003,89.783379,497.291931,-38.800556,67.758835,486.619263,-57.966805,46.122112,480.717529,-42.41544,23.576561,475.680725,-61.370926,2.438045,473.9935
3727,31.058333,-54.231155,194.56456,582.961182,-34.135361,108.882454,512.879395,-54.987503,89.805588,497.294769,-38.806927,67.788788,486.612366,-57.956707,46.172199,480.677002,-42.428482,23.645575,475.638916,-61.371147,2.531582,473.905121
3728,31.066667,-54.231384,194.564774,582.964722,-34.139221,108.881508,512.867981,-54.974865,89.824829,497.28833,-38.815079,67.817238,486.618927,-57.948421,46.224072,480.644226,-42.440617,23.714735,475.591919,-61.375481,2.617214,473.82608
3729,31.075,-54.229591,194.565887,582.96637,-34.146385,108.887352,512.892395,-54.963177,89.843094,497.287079,-38.82954,67.836922,486.61087,-57.94252,46.268757,480.616455,-42.455078,23.773039,475.548981,-61.373791,2.698269,473.731567
3730,31.083333,-54.228985,194.566101,582.964905,-34.149872,108.888794,512.896057,-54.954231,89.858215,497.288177,-38.843094,67.858826,486.611542,-57.941196,46.310032,480.586823,-42.473385,23.831509,475.51474,-61.377769,2.775861,473.66214
3731,31.091667,-54.231682,194.571457,582.97876,-34.155548,108.888519,512.898438,-54.947342,89.872635,497.30011,-38.85524,67.879799,486.605652,-57.936802,46.34549,480.581207,-42.486851,23.891504,475.493378,-61.387825,2.850657,473.623413
3732,31.1,-54.231133,194.570206,582.976501,-34.157906,108.892105,512.903625,-54.932674,89.878876,497.290314,-38.863857,67.898033,486.617584,-57.933979,46.382809,480.558563,-42.505028,23.945547,475.46875,-61.392418,2.920051,473.575409
3733,31.108333,-54.228844,194.568283,582.970886,-34.161655,108.883575,512.898315,-54.921432,89.885811,497.284485,-38.870174,67.913231,486.627563,-57.92754,46.415943,480.551208,-42.521706,23.993361,475.429077,-61.391171,2.987039,473.508911
3734,31.116667,-54.229477,194.570145,582.973511,-34.164558,108.878807,512.88739,-54.913208,89.89196,497.289062,-38.880749,67.926918,486.628937,-57.920685,46.441978,480.55011,-42.529907,24.04047,475.412659,-61.388699,3.051935,473.455231
3735,31.125,-54.23019,194.567841,582.966248,-34.174236,108.877243,512.903198,-54.903942,89.89183,497.293121,-38.887535,67.936859,486.632812,-57.910065,46.466911,480.544159,-42.537567,24.07897,475.402008,-61.380436,3.102188,473.397125
3736,31.133333,-54.230183,194.569427,582.978943,-34.178207,108.877174,512.91394,-54.89312,89.892258,497.295959,-38.890152,67.948296,486.649139,-57.893337,46.489811,480.550873,-42.54052,24.111044,475.383972,-61.365612,3.148846,473.378021
3737,31.141667,-54.229961,194.567581,582.972778,-34.182613,108.86702,512.903381,-54.880749,89.894356,497.300873,-38.891556,67.952415,486.649811,-57.877617,46.512207,480.555115,-42.537758,24.144199,475.380035,-61.340874,3.199597,473.344208
3738,31.15,-54.231133,194.568695,582.974426,-34.18911,108.867088,512.906433,-54.870567,89.895554,497.301117,-38.893337,67.959206,486.65976,-57.859547,46.538326,480.582764,-42.533119,24.172216,475.371399,-61.318146,3.243328,473.312195
3739,31.158333,-54.229599,194.569122,582.9729,-34.196354,108.863609,512.907104,-54.860714,89.891106,497.292847,-38.889595,67.959755,486.671295,-57.839775,46.551548,480.587555,-42.524822,24.195059,475.364441,-61.287563,3.27664,473.269257
3740,31.166667,-54.229828,194.566895,582.965393,-34.200798,108.859245,512.915894,-54.848763,89.887573,497.302551,-38.890785,67.956863,486.67276,-57.819725,46.55806,480.590179,-42.518974,24.221218,475.3862,-61.256569,3.311573,473.227997
3741,31.175,-54.231361,194.56601,582.966553,-34.207451,108.851746,512.914062,-54.840698,89.881927,497.314453,-38.893833,67.953362,486.68576,-57.802029,46.564728,480.603058,-42.512371,24.240849,475.36438,-61.228878,3.342257,473.213593
3742,31.183333,-54.231544,194.566895,582.975403,-34.21347,108.84642,512.928772,-54.830685,89.874557,497.316345,-38.894413,67.957336,486.694061,-57.782623,46.573872,480.61438,-42.506222,24.259926,475.374146,-61.204231,3.371739,473.18811
3743,31.191667,-54.230247,194.569885,582.977051,-34.22036,108.840813,512.923157,-54.82214,89.873718,497.320129,-38.896236,67.959557,486.702637,-57.766357,46.58041,480.615967,-42.502869,24.277327,475.382477,-61.185898,3.404283,473.184143
3744,31.2,-54.228329,194.568344,582.965881,-34.22438,108.839355,512.929749,-54.811295,89.872879,497.332062,-38.900265,67.954727,486.705536,-57.754196,46.58659,480.642334,-42.50375,24.29422,475.388275,-61.172314,3.428907,473.178528
3745,31.208333,-54.229698,194.568283,582.967957,-34.228638,108.829086,512.92926,-54.803741,89.86322,497.334625,-38.907959,67.945625,486.701233,-57.743904,46.585651,480.647095,-42.505898,24.309322,475.378448,-61.161606,3.453215,473.170959
3746,31.216667,-54.229614,194.567444,582.963623,-34.236511,108.828285,512.944763,-54.794498,89.854805,497.323883,-38.914532,67.942467,486.714081,-57.73798,46.591827,480.6521,-42.513588,24.324791,475.383759,-61.155396,3.484928,473.150909
3747,31.225,-54.22934,194.564499,582.958374,-34.242352,108.811768,512.932312,-54.787079,89.851776,497.334442,-38.922089,67.942169,486.72464,-57.73555,46.597305,480.662323,-42.524944,24.342312,475.400238,-61.154285,3.508198,473.139313
3748,31.233333,-54.23061,194.566498,582.970215,-34.246357,108.804527,512.932312,-54.78038,89.846397,497.329956,-38.932735,67.942558,486.742737,-57.730965,46.605835,480.664093,-42.542442,24.36051,475.404816,-61.156326,3.536413,473.117188
3749,31.241667,-54.230045,194.567551,582.968384,-34.249569,108.800919,512.925232,-54.773369,89.840599,497.330475,-38.943687,67.934418,486.72699,-57.727303,46.618187,480.662994,-42.554756,24.382864,475.403564,-61.159573,3.568251,473.104706
3750,31.25,-54.232182,194.571716,582.973511,-34.256233,108.794411,512.924255,-54.763149,89.839401,497.326233,-38.950497,67.929489,486.723541,-57.727196,46.628391,480.677917,-42.568146,24.402428,475.404114,-61.167725,3.606062,473.093292
3751,31.258333,-54.230202,194.569794,582.96759,-34.25713,108.789505,512.924316,-54.755829,89.839066,497.334869,-38.960789,67.930244,486.739471,-57.723351,46.634113,480.678314,-42.581673,24.42734,475.409729,-61.172985,3.644535,473.06543
3752,31.266667,-54.230503,194.568832,582.972107,-34.261337,108.786453,512.933594,-54.745941,89.835686,497.349792,-38.966785,67.931412,486.738983,-57.720436,46.647877,480.681854,-42.598167,24.447823,475.415009,-61.181213,3.687409,473.06012
3753,31.275,-54.228195,194.565033,582.968567,-34.263592,108.776497,512.931458,-54.738544,89.837219,497.352692,-38.974178,67.933563,486.740997,-57.716305,46.668163,480.678894,-42.611614,24.479031,475.398499,-61.184723,3.733611,473.042145
3754,31.283333,-54.230419,194.56723,582.970642,-34.269787,108.775322,512.930237,-54.728348,89.844139,497.35321,-38.981968,67.941406,486.744812,-57.709885,46.685257,480.668182,-42.620075,24.512608,475.393036,-61.187561,3.777707,473.015228
3755,31.291667,-54.229805,194.570435,582.973572,-34.272171,108.774551,512.937561,-54.718575,89.848167,497.340881,-38.987648,67.951988,486.746918,-57.702957,46.706543,480.654724,-42.625408,24.546703,475.382202,-61.183956,3.827237,472.979553
3756,31.3,-54.229347,194.570236,582.970154,-34.27879,108.777565,512.948547,-54.708645,89.857246,497.349487,-38.991444,67.967255,486.755005,-57.694233,46.733734,480.653015,-42.634613,24.582321,475.361328,-61.175289,3.876979,472.943268
3757,31.308333,-54.230762,194.571045,582.972046,-34.281357,108.777611,512.944702,-54.701725,89.864693,497.355896,-38.996193,67.987183,486.763123,-57.685474,46.75671,480.639313,-42.634384,24.618429,475.314026,-61.16481,3.932655,472.890472
3758,31.316667,-54.230392,194.568466,582.970825,-34.285603,108.776978,512.955139,-54.693378,89.876762,497.358124,-39.000713,68.002548,486.761841,-57.673634,46.783569,480.631348,-42.637569,24.668098,475.299255,-61.149708,3.992091,472.838318
3759,31.325,-54.230461,194.56778,582.973633,-34.292091,108.776558,512.952454,-54.68187,89.884575,497.359314,-39.005817,68.024475,486.783051,-57.660423,46.814171,480.622437,-42.635109,24.712421,475.222015,-61.132904,4.053482,472.778839
3760,31.333333,-54.229694,194.564835,582.967285,-34.293125,108.775658,512.949524,-54.673313,89.893875,497.361755,-39.003914,68.045898,486.776154,-57.647846,46.85014,480.619232,-42.630997,24.763424,475.194122,-61.116676,4.110501,472.71524
3761,31.341667,-54.229843,194.567245,582.973389,-34.297928,108.780769,512.954285,-54.663727,89.90062,497.358124,-39.007282,68.076561,486.782898,-57.638123,46.890957,480.614655,-42.628376,24.818857,475.158081,-61.095478,4.168064,472.648499
3762,31.35,-54.230194,194.569733,582.974854,-34.303509,108.783546,512.966309,-54.651215,89.911919,497.35672,-39.007172,68.102104,486.789093,-57.625225,46.924931,480.585083,-42.624493,24.874609,475.118713,-61.078892,4.232822,472.587616
3763,31.358333,-54.231094,194.569672,582.970276,-34.308887,108.788033,512.965576,-54.640064,89.927521,497.343262,-39.006359,68.130371,486.785767,-57.609566,46.967758,480.577026,-42.622421,24.9312,475.082672,-61.06694,4.310445,472.515137
3764,31.366667,-54.230747,194.571045,582.974854,-34.309994,108.79435,512.975342,-54.62719,89.94175,497.34787,-39.009705,68.16114,486.786682,-57.596512,47.011589,480.56131,-42.621986,24.989532,475.072662,-61.050266,4.386909,472.444519
3765,31.375,-54.229919,194.567139,582.973572,-34.313892,108.797806,512.987305,-54.618252,89.958427,497.343842,-39.010086,68.188141,486.775146,-57.581932,47.063873,480.539581,-42.623947,25.046968,475.020844,-61.041119,4.468845,472.361053
3766,31.383333,-54.229271,194.567245,582.974243,-34.316284,108.804314,512.989441,-54.606686,89.975929,497.343933,-39.014175,68.225281,486.796692,-57.575188,47.113571,480.529449,-42.629467,25.110651,474.976929,-61.035748,4.552816,472.293182
3767,31.391667,-54.228832,194.564865,582.964111,-34.319042,108.80957,512.998413,-54.597786,89.999672,497.371796,-39.015881,68.265388,486.765503,-57.565392,47.169231,480.512756,-42.636398,25.177242,474.938843,-61.034126,4.644502,472.201965
3768,31.4,-54.230782,194.569748,582.9729,-34.31934,108.818779,513.006714,-54.589775,90.023903,497.365784,-39.018833,68.301559,486.765991,-57.562584,47.227783,480.48996,-42.646465,25.248573,474.890289,-61.034485,4.735696,472.129517
3769,31.408333,-54.229874,194.570389,582.967041,-34.322018,108.823593,513.009827,-54.578915,90.05069,497.372406,-39.025375,68.336395,486.754059,-57.559788,47.282169,480.464661,-42.65678,25.313522,474.820282,-61.043457,4.819573,472.036957
3770,31.416667,-54.229305,194.568726,582.966919,-34.322071,108.826767,513.018921,-54.567863,90.068871,497.368866,-39.030716,68.374023,486.758301,-57.560078,47.336834,480.447418,-42.672523,25.381411,474.764404,-61.055351,4.909748,471.969971
3771,31.425,-54.229702,194.568634,582.973999,-34.323509,108.825935,513.012695,-54.560154,90.087967,497.364014,-39.034985,68.407097,486.734589,-57.558228,47.385857,480.422943,-42.68951,25.450579,474.697418,-61.067444,4.99057,471.871582
3772,31.433333,-54.231819,194.569061,582.978943,-34.328449,108.839317,513.026428,-54.55323,90.106461,497.359619,-39.042088,68.441559,486.731506,-57.556412,47.443497,480.375824,-42.701149,25.52092,474.624146,-61.077896,5.074041,471.790039
3773,31.441667,-54.230095,194.566391,582.966003,-34.330692,108.842926,513.01825,-54.548183,90.13118,497.372925,-39.047161,68.468353,486.711487,-57.558147,47.499752,480.3685,-42.713482,25.591536,474.558685,-61.07193,5.156757,471.685028
3774,31.45,-54.230095,194.570511,582.969116,-34.331398,108.843384,513.024658,-54.537025,90.143929,497.347961,-39.050884,68.498634,486.700226,-57.551605,47.543869,480.326324,-42.723324,25.654514,474.517273,-61.070671,5.244939,471.601501
3775,31.458333,-54.229469,194.569336,582.968994,-34.335407,108.852745,513.028137,-54.536556,90.165649,497.368561,-39.060154,68.529121,486.68277,-57.553425,47.589699,480.307159,-42.740105,25.71492,474.471985,-61.071762,5.330428,471.531494
3776,31.466667,-54.230377,194.568283,582.976562,-34.335976,108.856239,513.041565,-54.521309,90.18187,497.353058,-39.063988,68.555649,486.674042,-57.546009,47.631214,480.287689,-42.751995,25.772139,474.430908,-61.068501,5.419018,471.442047
3777,31.475,-54.230431,194.568237,582.977478,-34.337479,108.859116,513.033875,-54.509159,90.195625,497.334167,-39.067223,68.583069,486.661804,-57.541351,47.67765,480.257965,-42.760178,25.83077,474.404877,-61.069328,5.495463,471.387115
3778,31.483333,-54.229527,194.564865,582.963623,-34.34243,108.869766,513.044739,-54.50235,90.214577,497.338898,-39.07246,68.608116,486.654724,-57.535728,47.719398,480.237701,-42.76725,25.888569,474.362457,-61.073723,5.566689,471.338043
3779,31.491667,-54.23003,194.571793,582.972229,-34.342636,108.874786,513.044373,-54.496181,90.23336,497.340973,-39.079506,68.635498,486.649109,-57.529472,47.76157,480.225464,-42.778347,25.939377,474.31842,-61.071579,5.633659,471.293945
3780,31.5,-54.229965,194.57254,582.970032,-34.347645,108.883659,513.053833,-54.48822,90.247925,497.321716,-39.083771,68.661766,486.640289,-57.522682,47.802181,480.211761,-42.781956,25.989166,474.295746,-61.064915,5.693946,471.229279
3781,31.508333,-54.22924,194.567444,582.964905,-34.348755,108.882027,513.059448,-54.481491,90.261635,497.334351,-39.089603,68.683006,486.645447,-57.514175,47.836475,480.186401,-42.790962,26.034967,474.246368,-61.067787,5.753387,471.202881
3782,31.516667,-54.230812,194.566193,582.96814,-34.352261,108.883812,513.053101,-54.474644,90.27359,497.341614,-39.093468,68.700432,486.64682,-57.509525,47.864716,480.185364,-42.798271,26.079725,474.237793,-61.066605,5.804206,471.152863
3783,31.525,-54.228401,194.564987,582.965393,-34.354271,108.88485,513.061462,-54.465969,90.281357,497.336823,-39.09811,68.712929,486.643616,-57.501793,47.896236,480.169922,-42.798252,26.115965,474.211853,-61.056198,5.862402,471.098175
3784,31.533333,-54.229912,194.566208,582.968567,-34.362206,108.883904,513.0625,-54.464485,90.290222,497.341675,-39.105087,68.727074,486.639252,-57.499966,47.917496,480.175568,-42.805199,26.152033,474.19809,-61.053585,5.915652,471.071075
3785,31.541667,-54.229992,194.571487,582.975525,-34.364288,108.883591,513.054443,-54.458778,90.293884,497.329346,-39.110439,68.738205,486.639099,-57.495472,47.940697,480.166473,-42.809982,26.189735,474.187103,-61.052402,5.963625,471.038818
3786,31.55,-54.229778,194.569717,582.968872,-34.365372,108.88147,513.057068,-54.44939,90.292725,497.335754,-39.114635,68.745239,486.653748,-57.488586,47.962875,480.170135,-42.818329,26.219763,474.182373,-61.049015,6.004255,471.007721
3787,31.558333,-54.228794,194.567978,582.969543,-34.369503,108.871704,513.059082,-54.443542,90.292465,497.343842,-39.117424,68.747902,486.648743,-57.486919,47.97562,480.175079,-42.825417,26.242329,474.175842,-61.047829,6.037662,470.991974
3788,31.566667,-54.228317,194.565048,582.965576,-34.373669,108.866188,513.05896,-54.439819,90.294342,497.340668,-39.128571,68.74955,486.649658,-57.483078,47.988174,480.167999,-42.829987,26.257301,474.170471,-61.04697,6.069039,470.973877
3789,31.575,-54.231213,194.569809,582.975769,-34.376793,108.86454,513.062317,-54.436081,90.294762,497.342712,-39.133553,68.753601,486.667419,-57.483173,47.993526,480.173798,-42.841602,26.273462,474.176361,-61.04784,6.093759,470.96701
3790,31.583333,-54.228462,194.56282,582.957397,-34.380676,108.859833,513.059204,-54.428879,90.29052,497.335022,-39.14011,68.752296,486.666779,-57.482132,48.005489,480.18689,-42.847893,26.287142,474.173187,-61.048481,6.118155,470.953979
3791,31.591667,-54.229465,194.569153,582.969971,-34.382042,108.857201,513.05426,-54.420483,90.293549,497.3414,-39.144558,68.751328,486.682281,-57.478752,48.010155,480.181854,-42.855972,26.295462,474.179901,-61.053192,6.137222,470.945129
3792,31.6,-54.230404,194.570358,582.976746,-34.38792,108.856178,513.062012,-54.415886,90.294464,497.360046,-39.148418,68.745811,486.678528,-57.475826,48.010712,480.19577,-42.870419,26.299988,474.184296,-61.057205,6.153181,470.946594
3793,31.608333,-54.229881,194.567795,582.968689,-34.388672,108.84407,513.05365,-54.407341,90.289101,497.3573,-39.154755,68.740715,486.68396,-57.474449,48.008251,480.200226,-42.880882,26.300583,474.195374,-61.054352,6.167534,470.940704
3794,31.616667,-54.229908,194.568497,582.972046,-34.392925,108.840012,513.06073,-54.405815,90.282501,497.352386,-39.164738,68.736946,486.695282,-57.473385,48.008472,480.203369,-42.888512,26.309114,474.216095,-61.051685,6.185933,470.946259
3795,31.625,-54.23035,194.568619,582.971863,-34.399746,108.834549,513.062073,-54.405579,90.272423,497.362457,-39.173683,68.725754,486.704376,-57.472469,47.998974,480.227478,-42.896217,26.307735,474.22757,-61.04908,6.196872,470.955475
3796,31.633333,-54.229126,194.565659,582.964417,-34.399059,108.828308,513.061035,-54.401794,90.266556,497.363342,-39.179394,68.710793,486.711121,-57.471378,47.991673,480.232025,-42.902523,26.307667,474.23291,-61.052094,6.209191,470.971008
3797,31.641667,-54.231354,194.570557,582.973572,-34.401588,108.81884,513.053345,-54.395294,90.25901,497.378296,-39.183372,68.708244,486.726318,-57.468601,47.987408,480.239471,-42.914707,26.308287,474.253632,-61.051819,6.219412,470.963226
3798,31.65,-54.230221,194.569656,582.971191,-34.407162,108.80864,513.040649,-54.392387,90.24295,497.364655,-39.190475,68.698067,486.749786,-57.462345,47.979477,480.252502,-42.921352,26.310404,474.262115,-61.049812,6.226114,470.977539
3799,31.658333,-54.228451,194.567947,582.969543,-34.41106,108.800011,513.049072,-54.386837,90.23362,497.372406,-39.193707,68.683853,486.751801,-57.458111,47.970863,480.26062,-42.92741,26.309307,474.280182,-61.047211,6.232436,470.984955
3800,31.666667,-54.228333,194.566864,582.968384,-34.41486,108.79454,513.05249,-54.384346,90.229195,497.386597,-39.199718,68.677795,486.768951,-57.446213,47.962906,480.244293,-42.929268,26.310501,474.284607,-61.035366,6.242957,470.994812
3801,31.675,-54.229904,194.568985,582.974182,-34.419132,108.790062,513.046265,-54.377239,90.216705,497.375214,-39.204971,68.667366,486.780853,-57.437168,47.956303,480.256592,-42.92704,26.311783,474.292358,-61.026962,6.254274,470.994354
3802,31.683333,-54.230118,194.567368,582.968567,-34.42255,108.786102,513.05072,-54.371471,90.211227,497.374268,-39.209404,68.66346,486.807037,-57.429646,47.954163,480.259857,-42.926552,26.316593,474.307007,-61.017906,6.263892,470.989502
3803,31.691667,-54.231495,194.570877,582.973145,-34.423851,108.7845,513.05188,-54.361507,90.208076,497.374542,-39.205585,68.655243,486.800537,-57.418015,47.951122,480.256958,-42.927921,26.321524,474.324066,-61.004593,6.279656,470.988403
3804,31.7,-54.228977,194.567154,582.965332,-34.427113,108.78006,513.0495,-54.355942,90.202858,497.373413,-39.206726,68.650658,486.79895,-57.410149,47.948654,480.269318,-42.926231,26.323919,474.310211,-60.995468,6.290583,470.982605
3805,31.708333,-54.229519,194.567215,582.9646,-34.429253,108.780983,513.051208,-54.352047,90.203163,497.383423,-39.210041,68.652771,486.801361,-57.403103,47.950851,480.268616,-42.92458,26.334396,474.317139,-60.981831,6.305617,470.979919
3806,31.716667,-54.231853,194.569534,582.971069,-34.436657,108.775299,513.050293,-54.348431,90.20208,497.385468,-39.213455,68.65358,486.809814,-57.39394,47.95417,480.262878,-42.923279,26.34384,474.320312,-60.970284,6.32146,470.970825
3807,31.725,-54.229847,194.567535,582.966858,-34.433369,108.776947,513.0578,-54.343029,90.200737,497.389893,-39.214527,68.65271,486.812927,-57.385662,47.956696,480.266571,-42.917675,26.3528,474.309021,-60.957012,6.341774,470.953278
3808,31.733333,-54.229702,194.568588,582.970215,-34.436413,108.771957,513.045593,-54.337112,90.19725,497.386444,-39.216114,68.652382,486.813873,-57.373997,47.97015,480.259491,-42.918514,26.368099,474.298706,-60.952888,6.36446,470.949768
3809,31.741667,-54.229729,194.568008,582.968384,-34.442184,108.771538,513.053711,-54.331913,90.20015,497.392212,-39.215172,68.659569,486.815247,-57.3647,47.983543,480.248535,-42.918446,26.392315,474.292572,-60.945866,6.393231,470.927155
3810,31.75,-54.231636,194.571762,582.977295,-34.444649,108.769699,513.052612,-54.327435,90.203163,497.39093,-39.216995,68.665787,486.818909,-57.356682,47.996796,480.231995,-42.917229,26.418667,474.265747,-60.940464,6.423979,470.914734
3811,31.758333,-54.22868,194.566772,582.9646,-34.445629,108.773804,513.064575,-54.324635,90.211342,497.406006,-39.219509,68.679817,486.821198,-57.354942,48.015129,480.227875,-42.920937,26.44705,474.253571,-60.938324,6.458073,470.893494
3812,31.766667,-54.230473,194.569672,582.972168,-34.446301,108.774895,513.065674,-54.321205,90.216232,497.399689,-39.223427,68.688065,486.81073,-57.352299,48.038307,480.229218,-42.921124,26.478041,474.232697,-60.932652,6.499577,470.851654
3813,31.775,-54.229973,194.566223,582.967773,-34.448151,108.771873,513.057739,-54.314842,90.223091,497.398132,-39.224991,68.700455,486.810669,-57.350422,48.057892,480.224915,-42.924828,26.50456,474.208893,-60.93248,6.53582,470.822266
3814,31.783333,-54.229534,194.568054,582.971252,-34.448009,108.778061,513.061584,-54.309605,90.238228,497.405243,-39.223846,68.718872,486.804962,-57.350624,48.087902,480.217926,-42.927521,26.537374,474.185913,-60.931309,6.57394,470.773346
3815,31.791667,-54.230728,194.568222,582.970764,-34.451008,108.781891,513.058228,-54.303238,90.251587,497.400024,-39.223587,68.738304,486.789429,-57.346424,48.115387,480.19577,-42.930828,26.574085,474.176575,-60.932758,6.621828,470.723297
3816,31.8,-54.229404,194.569138,582.970337,-34.44614,108.785446,513.059814,-54.302544,90.267906,497.403839,-39.220028,68.758194,486.787262,-57.349091,48.144291,480.178955,-42.929871,26.607464,474.136566,-60.940773,6.663036,470.698608
3817,31.808333,-54.229816,194.569046,582.971008,-34.444942,108.794975,513.082336,-54.302662,90.285461,497.408661,-39.218796,68.778801,486.76239,-57.34811,48.176453,480.160797,-42.929218,26.638279,474.106079,-60.941711,6.6973,470.65979
3818,31.816667,-54.229465,194.569199,582.970276,-34.442219,108.799828,513.079834,-54.300014,90.301308,497.392853,-39.22031,68.805969,486.752441,-57.347038,48.206741,480.11676,-42.930943,26.671177,474.090454,-60.944641,6.726009,470.625854
3819,31.825,-54.23048,194.568008,582.973511,-34.444744,108.808578,513.090759,-54.298271,90.323303,497.398956,-39.219513,68.834915,486.744904,-57.346287,48.242348,480.105499,-42.932331,26.705265,474.051758,-60.943001,6.753285,470.584076
3820,31.833333,-54.229233,194.56897,582.976868,-34.439476,108.819176,513.090576,-54.29818,90.339035,497.396545,-39.21513,68.860168,486.723602,-57.352047,48.271111,480.07431,-42.928967,26.741098,474.020447,-60.946083,6.792409,470.540588
3821,31.841667,-54.230049,194.568115,582.970947,-34.43335,108.827629,513.086609,-54.302666,90.358894,497.398407,-39.208515,68.886185,486.714478,-57.355152,48.301601,480.051239,-42.925068,26.767136,473.992554,-60.956722,6.820742,470.504974
3822,31.85,-54.229019,194.568359,582.966614,-34.432087,108.839775,513.09021,-54.306087,90.378342,497.394531,-39.202858,68.919746,486.701477,-57.356449,48.331936,480.019287,-42.923256,26.799227,473.977539,-60.96162,6.843993,470.461029
3823,31.858333,-54.229614,194.570831,582.971924,-34.427155,108.855209,513.097107,-54.31126,90.398071,497.394043,-39.2001,68.945793,486.697723,-57.360474,48.359055,479.999878,-42.918724,26.826069,473.94751,-60.962574,6.860117,470.422302
3824,31.866667,-54.228844,194.568054,582.965637,-34.426491,108.856895,513.100342,-54.312748,90.41581,497.3974,-39.197369,68.972549,486.674225,-57.363277,48.381737,479.983093,-42.916874,26.845856,473.92865,-60.961086,6.870988,470.382874
3825,31.875,-54.230396,194.570053,582.977905,-34.42054,108.871712,513.092224,-54.319492,90.427475,497.385254,-39.19207,68.995354,486.678223,-57.368057,48.398705,479.96402,-42.905167,26.857073,473.900116,-60.96822,6.880569,470.365112
3826,31.883333,-54.22979,194.568909,582.973267,-34.415134,108.885109,513.111084,-54.322723,90.437943,497.374847,-39.182465,69.014267,486.672333,-57.369572,48.413418,479.947083,-42.898335,26.865107,473.887543,-60.967686,6.879025,470.342255
3827,31.891667,-54.229225,194.56868,582.974487,-34.408871,108.888329,513.098755,-54.325706,90.448479,497.375366,-39.178337,69.028465,486.650421,-57.367908,48.420628,479.929474,-42.886208,26.874445,473.868256,-60.971088,6.873636,470.330933
3828,31.9,-54.228924,194.570221,582.972107,-34.404186,108.89769,513.106262,-54.328457,90.460342,497.376465,-39.169456,69.046013,486.65564,-57.371502,48.431023,479.91629,-42.87635,26.871965,473.845947,-60.97216,6.861745,470.332855
3829,31.908333,-54.230587,194.570557,582.97345,-34.401848,108.898468,513.102173,-54.335308,90.465187,497.377808,-39.166271,69.052223,486.658905,-57.369766,48.426613,479.900299,-42.871006,26.858923,473.846741,-60.97065,6.842512,470.336823
3830,31.916667,-54.229923,194.567871,582.971802,-34.398663,108.900658,513.098633,-54.340153,90.464394,497.358795,-39.157619,69.047783,486.645081,-57.37434,48.41864,479.908356,-42.857239,26.84173,473.851593,-60.972858,6.811244,470.351746
