Format Version,1.24,Take Name,Take 2025-02-24 03.33.40 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-24 03.33.40.788 下午,Capture Start Frame,790216,Total Frames in Take,6462,Total Exported Frames,6462,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133333,0.000176,-0.000046,0.000003,1.000000,-1.695538,115.776192,461.344696,-11.704824,97.780106,451.468597,-9.781675,127.120018,458.866943,16.399883,122.428474,473.698608,-11.708778,97.776680,451.461121,-9.780609,127.119301,458.866486,16.402094,122.431335,473.699524,-6.704372,-79.973396,390.632935,22.759359,-41.511879,383.828674,35.883060,19.206171,418.954132,19.165281,-80.550171,374.999756,34.059883,-63.655212,386.021301,37.410145,-22.878355,396.462891,-0.296497,-4.657311,410.276978,-1.677169,-41.411823,397.442749,24.020334,0.880728,397.593323,,,,,,
17,0.141667,0.000157,-0.000112,0.000001,1.000000,-1.694664,115.776680,461.343750,-11.702733,97.780266,451.467041,-9.780426,127.120453,458.864532,16.399166,122.429367,473.699799,-11.708428,97.774971,451.462494,-9.778701,127.120422,458.865479,16.403120,122.434654,473.703369,-6.703406,-79.966026,390.630310,22.761591,-41.510693,383.835724,35.882748,19.209906,418.959167,19.165348,-80.548477,375.001282,34.058949,-63.657364,386.014984,37.410820,-22.878120,396.457306,-0.295920,-4.657057,410.277313,-1.679352,-41.406860,397.434662,24.019413,0.880789,397.587616,,,,,,
18,0.150000,0.000052,-0.000021,-0.000014,1.000000,-1.693348,115.777336,461.347107,-11.703741,97.779137,451.475983,-9.779233,127.120819,458.866943,16.402927,122.432091,473.698425,-11.703489,97.779182,451.477112,-9.779409,127.121094,458.867249,16.403000,122.431725,473.697723,-6.703598,-79.968010,390.629730,22.760092,-41.511368,383.828156,35.881401,19.205812,418.954651,19.165829,-80.548470,374.999268,34.058422,-63.655258,386.019714,37.410080,-22.877176,396.455780,-0.297946,-4.659248,410.284698,-1.680464,-41.401875,397.424011,24.020681,0.881934,397.593323,,,,,,
19,0.158333,0.000005,0.000015,-0.000006,1.000000,-1.693721,115.776924,461.351837,-11.704542,97.777634,451.483154,-9.779960,127.120049,458.871216,16.403339,122.433136,473.701233,-11.704155,97.779472,451.483795,-9.781707,127.118690,458.869843,16.404697,122.432617,473.701965,-6.704680,-79.970238,390.634033,22.759441,-41.509670,383.828735,35.884190,19.209396,418.955109,19.167583,-80.551628,374.998840,34.059677,-63.656136,386.018921,37.410744,-22.879129,396.457794,-0.295961,-4.660824,410.280029,-1.676813,-41.408104,397.439148,24.020107,0.879253,397.590759,,,,,,
20,0.166667,0.000157,0.000013,0.000016,1.000000,-1.695385,115.775032,461.344849,-11.705353,97.778297,451.470612,-9.782119,127.118546,458.867615,16.401316,122.428299,473.696350,-11.709474,97.772949,451.464935,-9.778553,127.119812,458.869537,16.401415,122.431824,473.696564,-6.704731,-79.969452,390.633759,22.759485,-41.513519,383.830933,35.883450,19.205065,418.957153,19.165918,-80.550987,375.003326,34.060345,-63.658447,386.022583,37.410812,-22.876831,396.466339,-0.297347,-4.663559,410.278137,-1.677114,-41.410336,397.442108,24.020130,0.878622,397.590363,,,,,,
21,0.175000,-0.000032,-0.000072,-0.000019,1.000000,-1.694026,115.776917,461.350067,-11.703584,97.777168,451.480927,-9.779537,127.120064,458.867188,16.401043,122.433563,473.702118,-11.704288,97.776665,451.481293,-9.780035,127.120079,458.866150,16.402893,122.434860,473.704010,-6.703665,-79.972008,390.633789,22.757952,-41.510292,383.829987,35.883648,19.204844,418.954590,19.164028,-80.551224,375.000275,34.059532,-63.658886,386.020935,37.409676,-22.879286,396.457428,-0.297360,-4.662674,410.279510,-1.681079,-41.405376,397.426208,24.018187,0.880128,397.589264,,,,,,
22,0.183333,0.000129,-0.000032,-0.000031,1.000000,-1.694849,115.774773,461.341217,-11.705636,97.778450,451.467102,-9.780276,127.118912,458.862640,16.401365,122.426994,473.694000,-11.708516,97.776703,451.463043,-9.778337,127.117989,458.863068,16.402103,122.428955,473.693787,-6.703469,-79.969635,390.631378,22.758497,-41.513283,383.826324,35.883930,19.206467,418.951996,19.168083,-80.550880,375.008514,34.057720,-63.655384,386.019867,37.410469,-22.878477,396.461487,-0.296257,-4.659739,410.280060,-1.677488,-41.408798,397.438416,24.018766,0.879082,397.591187,,,,,,
23,0.191667,-0.000044,-0.000022,-0.000058,1.000000,-1.694746,115.777153,461.351349,-11.706705,97.777946,451.483643,-9.779609,127.120880,458.868988,16.402077,122.432671,473.701447,-11.706002,97.779640,451.486389,-9.780875,127.120285,458.868530,16.402786,122.432503,473.702515,-6.702342,-79.970093,390.633850,22.758919,-41.512505,383.829834,35.885067,19.207344,418.959961,19.166245,-80.552872,375.002380,34.058971,-63.657120,386.019928,37.408951,-22.878641,396.459167,-0.294999,-4.663488,410.280243,-1.677492,-41.409466,397.442688,24.021341,0.878130,397.590759,,,,,,
24,0.200000,-0.000019,-0.000116,-0.000026,1.000000,-1.694985,115.776268,461.352295,-11.703921,97.776901,451.481812,-9.780126,127.119583,458.868988,16.399092,122.432358,473.706116,-11.705153,97.776794,451.481018,-9.779431,127.118347,458.869141,16.399628,122.433670,473.706757,-6.702242,-79.973000,390.628937,22.759079,-41.515137,383.832397,35.882603,19.204620,418.954712,19.165548,-80.553215,375.007385,34.058601,-63.657074,386.020996,37.409950,-22.878706,396.459717,-0.295534,-4.662979,410.279297,-1.677043,-41.409245,397.431244,24.021055,0.876674,397.592316,,,,,,
25,0.208333,-0.000033,-0.000179,-0.000048,1.000000,-1.694222,115.777466,461.356659,-11.702715,97.778275,451.485413,-9.778549,127.121078,458.872040,16.398596,122.433075,473.712616,-11.703982,97.779213,451.485596,-9.780000,127.119827,458.871033,16.401649,122.434082,473.714905,-6.704680,-79.973152,390.626556,22.759634,-41.513096,383.829468,35.883751,19.204447,418.954987,19.165579,-80.554436,375.007599,34.058212,-63.659885,386.017700,37.408710,-22.878325,396.464081,-0.296805,-4.661388,410.286194,-1.678548,-41.409946,397.437378,24.019247,0.877293,397.591888,,,,,,
