timestamp,sensor_id,w,x,y,z
17:42:22.013447,1,1.0,-0.0,0.0,-0.01
17:42:22.013447,2,1.0,-0.0,0.0,-0.01
17:42:28.570154,1,1.0,0.0,0.0,-0.0
17:42:28.578798,2,1.0,0.0,0.0,-0.0
17:42:28.648002,2,1.0,0.0,0.0,-0.0
17:42:28.705838,1,1.0,0.0,0.0,-0.0
17:42:28.717663,2,1.0,0.0,0.0,-0.0
17:42:28.775006,1,1.0,0.0,0.0,-0.0
17:42:28.788033,2,1.0,0.0,0.0,-0.0
17:42:28.844728,1,1.0,0.0,0.0,-0.0
17:42:28.857684,2,1.0,0.0,0.0,-0.0
17:42:28.914813,1,1.0,0.0,0.0,-0.0
17:42:28.926569,2,1.0,0.0,0.0,-0.0
17:42:28.984103,1,1.0,0.0,0.0,-0.0
17:42:28.996077,2,1.0,0.0,0.0,-0.0
17:42:29.054039,1,1.0,0.0,0.0,-0.0
17:42:29.418433,2,1.0,0.0,0.0,-0.0
17:42:29.475912,1,1.0,0.0,0.0,-0.0
17:42:29.487769,2,1.0,0.0,0.0,-0.0
17:42:29.545407,1,1.0,0.0,0.0,-0.0
17:42:29.557350,2,1.0,0.0,0.0,-0.0
17:42:29.615459,1,1.0,0.0,0.0,-0.0
17:42:29.627196,2,1.0,0.0,0.0,-0.0
17:42:29.684722,1,1.0,0.0,0.0,-0.0
17:42:29.697219,2,1.0,0.0,0.0,-0.0
17:42:29.754294,1,1.0,0.0,0.0,-0.0
17:42:29.766358,2,1.0,0.0,0.0,-0.0
17:42:29.824114,1,1.0,0.0,0.0,-0.0
17:42:29.836008,2,1.0,0.0,0.0,-0.0
17:42:29.893449,1,1.0,0.0,0.0,-0.0
17:42:29.905629,2,1.0,0.0,0.0,-0.0
17:42:30.384715,1,1.0,0.0,0.0,-0.0
17:42:30.397766,2,1.0,0.0,0.0,-0.0
17:42:30.454595,1,1.0,0.0,0.0,-0.0
17:42:30.467654,2,1.0,0.0,0.0,-0.0
17:42:30.524155,1,1.0,0.0,0.0,-0.0
17:42:30.537014,2,1.0,0.0,0.0,-0.0
17:42:30.593725,1,1.0,0.0,0.0,-0.0
17:42:30.606774,2,1.0,0.0,0.0,-0.0
17:42:30.663653,1,1.0,0.0,0.0,-0.0
17:42:30.676461,2,1.0,0.0,0.0,-0.0
17:42:30.732967,1,1.0,0.0,0.0,-0.0
17:42:30.745916,2,1.0,0.0,0.0,-0.0
17:42:30.815106,2,1.0,0.0,0.0,-0.0
17:42:30.884431,2,1.0,0.0,0.0,-0.0
17:42:31.225285,1,1.0,0.0,0.0,-0.0
17:42:31.294564,1,1.0,0.0,0.0,-0.0
17:42:31.364698,1,1.0,0.0,0.0,-0.0
17:42:31.376428,2,1.0,0.0,0.0,-0.0
17:42:31.433878,1,1.0,0.0,0.0,-0.0
17:42:31.445853,2,1.0,0.0,0.0,-0.0
17:42:31.503788,1,1.0,0.0,0.0,-0.0
17:42:31.515825,2,1.0,0.0,0.0,-0.0
17:42:31.573127,1,1.0,0.0,0.0,-0.0
17:42:31.584920,2,1.0,0.0,0.0,-0.0
17:42:31.654627,2,1.0,0.0,0.0,-0.0
17:42:31.724141,2,1.0,0.0,0.0,-0.0
17:42:31.794165,2,1.0,0.0,0.0,-0.0
17:42:32.064971,1,1.0,-0.01,-0.0,-0.0
17:42:32.134420,1,1.0,-0.01,-0.0,-0.0
17:42:32.204097,1,1.0,-0.03,-0.01,-0.01
17:42:32.273596,1,1.0,-0.04,-0.01,-0.01
17:42:32.285403,2,1.0,0.06,-0.0,0.01
17:42:32.342935,1,1.0,-0.06,-0.01,-0.01
17:42:32.354964,2,1.0,0.06,-0.0,0.01
17:42:32.412287,1,1.0,-0.07,-0.01,-0.0
17:42:32.425213,2,1.0,0.06,-0.0,0.02
17:42:32.495110,2,1.0,0.06,-0.0,0.02
17:42:32.564703,2,1.0,0.07,-0.0,0.02
17:42:32.634462,2,1.0,0.07,-0.0,0.02
17:42:32.704060,2,1.0,0.08,-0.0,0.02
17:42:32.904372,1,1.0,-0.08,-0.01,-0.02
17:42:32.973615,1,1.0,-0.08,-0.01,-0.02
17:42:33.044143,1,1.0,-0.07,-0.01,-0.02
17:42:33.112960,1,1.0,-0.07,-0.01,-0.02
17:42:33.183076,1,1.0,-0.07,-0.01,-0.02
17:42:33.252735,1,1.0,-0.07,-0.0,-0.0
17:42:33.265123,2,1.0,0.04,-0.0,0.04
17:42:33.334191,2,1.0,0.04,-0.0,0.04
17:42:33.403751,2,1.0,0.03,0.0,0.04
17:42:33.473973,2,1.0,0.03,0.0,0.04
17:42:33.543810,2,1.0,0.02,0.0,0.04
17:42:33.612778,2,1.0,0.02,0.0,0.04
17:42:33.682206,2,1.0,0.01,0.0,0.0
17:42:33.744227,1,1.0,-0.02,0.01,-0.01
17:42:33.813300,1,1.0,-0.01,0.01,-0.01
17:42:33.883494,1,1.0,0.0,0.01,-0.01
17:42:33.953286,1,1.0,0.01,0.01,-0.01
17:42:34.022769,1,1.0,0.01,0.01,-0.01
17:42:34.092218,1,1.0,0.02,0.01,-0.01
17:42:34.162090,1,1.0,0.03,0.01,-0.0
17:42:34.173960,2,1.0,-0.04,0.01,0.04
