Format Version,1.24,Take Name,Take 2025-02-20 06.54.51 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-20 06.54.51.776 下午,Capture Start Frame,11095454,Total Frames in Take,6102,Total Exported Frames,6102,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1612,13.433333,0.000880,0.000316,-0.000044,1.000000,6.371256,117.368713,715.835876,-5.105428,98.878983,709.706482,27.255222,125.905113,719.344116,-3.036004,127.322044,718.456970,-5.100549,98.867996,709.703247,27.255157,125.900238,719.345154,-3.040375,127.338303,718.459961,30.302574,29.386024,649.898376,27.550299,-10.136681,624.720459,25.496273,-49.883682,610.663879,11.645589,-30.171934,616.814087,9.643868,-68.657867,604.919922,12.997852,10.605958,633.744507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,13.441667,0.000717,-0.000102,-0.000072,1.000000,6.371065,117.373238,715.854675,-5.101538,98.882149,709.721741,27.252571,125.909599,719.377686,-3.037819,127.327950,718.464661,-5.099937,98.872192,709.718933,27.254938,125.907288,719.377258,-3.041832,127.340271,718.468018,30.302843,29.389980,649.895569,27.534756,-10.135592,624.691345,25.497492,-49.880913,610.634460,11.640896,-30.163088,616.767883,9.648613,-68.656853,604.944397,12.996077,10.606706,633.752563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,13.450000,0.000501,-0.000200,-0.000106,1.000000,6.371720,117.373795,715.849243,-5.100952,98.880859,709.721985,27.253122,125.910240,719.372620,-3.036989,127.330292,718.453064,-5.098862,98.874969,709.719177,27.256321,125.907181,719.368713,-3.042011,127.338257,718.452942,30.299561,29.389185,649.876099,27.550102,-10.137649,624.730835,25.496538,-49.879257,610.665100,11.648953,-30.165571,616.805237,9.669598,-68.669518,605.039368,12.998036,10.607453,633.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,13.458333,0.001417,0.000187,0.000025,0.999999,6.369918,117.373573,715.845886,-5.102631,98.888855,709.693665,27.251799,125.909058,719.368774,-3.039392,127.322792,718.475220,-5.103961,98.867653,709.682129,27.253611,125.907990,719.365662,-3.040494,127.344040,718.485046,30.301243,29.389069,649.893921,27.550560,-10.138465,624.703247,25.500750,-49.879528,610.656433,11.644025,-30.170649,616.816162,9.647172,-68.656776,604.936707,12.994863,10.604269,633.742798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,13.466667,0.000622,0.000260,-0.000099,1.000000,6.368702,117.372459,715.845642,-5.109332,98.880829,709.724487,27.253214,125.908363,719.351868,-3.037755,127.328171,718.460571,-5.103976,98.875465,709.723511,27.252958,125.902908,719.350464,-3.042896,127.339081,718.463013,30.297741,29.388901,649.887329,27.542952,-10.136213,624.737915,25.497974,-49.882351,610.661743,11.639164,-30.164215,616.769287,9.645147,-68.658203,604.917236,12.994694,10.606006,633.743530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,13.475000,0.000833,-0.000031,-0.000104,1.000000,6.371223,117.371544,715.846497,-5.103432,98.882622,709.710815,27.253777,125.905754,719.368530,-3.036654,127.326248,718.460144,-5.102772,98.870865,709.707275,27.258326,125.904129,719.368347,-3.041928,127.339691,718.463989,30.307055,29.391077,649.885437,27.552469,-10.134906,624.725586,25.497795,-49.886818,610.670105,11.649342,-30.171448,616.817871,9.645638,-68.661728,604.936157,12.998322,10.603538,633.763428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,13.483333,0.000765,0.000364,-0.000078,1.000000,6.372521,117.370361,715.844910,-5.106019,98.880005,709.720825,27.257406,125.906128,719.349243,-3.033805,127.324936,718.464600,-5.098915,98.873299,709.719116,27.255058,125.899155,719.346924,-3.038600,127.338722,718.468811,30.303123,29.389101,649.898254,27.551073,-10.140366,624.730042,25.497635,-49.885460,610.653870,11.651133,-30.176910,616.816223,9.646998,-68.662460,604.927917,13.000479,10.602469,633.766785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,13.491667,0.001159,0.000258,-0.000039,0.999999,6.371756,117.372299,715.844360,-5.104055,98.885887,709.703247,27.255241,125.906914,719.359802,-3.035895,127.324089,718.469849,-5.101311,98.871063,709.698730,27.255501,125.903381,719.358765,-3.038934,127.342552,718.475586,30.300499,29.388103,649.892273,27.535236,-10.134365,624.684021,25.496178,-49.884106,610.643494,11.639050,-30.168911,616.773438,9.648732,-68.662231,604.922974,12.995066,10.605525,633.751038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,13.500000,0.000893,0.000026,-0.000044,1.000000,6.370137,117.373070,715.849182,-5.103016,98.883514,709.712646,27.252075,125.909340,719.369812,-3.038627,127.326355,718.465027,-5.101667,98.872238,709.709412,27.253828,125.907211,719.369385,-3.041774,127.339828,718.468750,30.300112,29.391403,649.888977,27.536619,-10.132864,624.670959,25.497379,-49.887726,610.670715,11.641176,-30.162794,616.787537,9.643479,-68.662407,604.934326,12.998543,10.606452,633.747437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,13.508333,0.000975,0.000245,-0.000034,1.000000,6.371566,117.371872,715.853333,-5.103901,98.883087,709.718811,27.254871,125.907990,719.366211,-3.036253,127.324524,718.474976,-5.101435,98.869934,709.714783,27.255892,125.904785,719.365112,-3.039779,127.340988,718.479980,30.301647,29.387693,649.885071,27.551220,-10.135039,624.729919,25.495337,-49.885033,610.655090,11.649921,-30.173227,616.833252,9.644798,-68.658569,604.922119,12.994054,10.604324,633.739807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,13.516667,0.001445,0.000174,-0.000006,0.999999,6.371354,117.370560,715.845703,-5.102185,98.886902,709.692139,27.253672,125.904556,719.369568,-3.037405,127.320213,718.475342,-5.103119,98.866943,709.685791,27.256657,125.903976,719.369507,-3.039530,127.340790,718.481812,30.301802,29.389095,649.877319,27.551197,-10.139072,624.738831,25.496740,-49.886093,610.657043,11.649831,-30.177126,616.808594,9.645854,-68.661934,604.913818,12.996951,10.602865,633.750488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,13.525000,0.001155,-0.000130,-0.000058,0.999999,6.372643,117.368401,715.837708,-5.099129,98.882393,709.687927,27.253731,125.902222,719.369324,-3.036649,127.320572,718.455933,-5.098960,98.870163,709.686584,27.256601,125.901344,719.369080,-3.039248,127.333344,718.456909,30.301237,29.388186,649.891357,27.551180,-10.140308,624.713318,25.493765,-49.882946,610.662903,11.645769,-30.174332,616.809143,9.645749,-68.662514,604.934998,12.995967,10.604115,633.754883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,13.533333,0.001164,0.000210,-0.000083,0.999999,6.370022,117.375450,715.864380,-5.106816,98.890114,709.722046,27.253914,125.908195,719.381958,-3.037010,127.328026,718.489136,-5.105744,98.876778,709.717957,27.256948,125.906197,719.381348,-3.041176,127.343445,718.493896,30.300337,29.392620,649.895996,27.538677,-10.138231,624.668396,25.493027,-49.883156,610.669128,11.642748,-30.164413,616.797119,9.636999,-68.655334,604.880371,12.994482,10.604139,633.740662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,13.541667,0.000774,0.000167,-0.000097,1.000000,6.370911,117.374184,715.857178,-5.105910,98.884361,709.728271,27.254738,125.909103,719.369812,-3.036073,127.329063,718.473328,-5.099064,98.878143,709.725037,27.255447,125.902626,719.365662,-3.042646,127.339500,718.471069,30.299103,29.391600,649.914246,27.534613,-10.140274,624.667358,25.496298,-49.883766,610.651611,11.643617,-30.167999,616.796875,9.644562,-68.658218,604.920288,12.997840,10.604516,633.762634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,13.550000,0.000991,0.000615,-0.000015,0.999999,6.370433,117.373360,715.852112,-5.108834,98.884315,709.725525,27.255993,125.910194,719.349854,-3.035839,127.325562,718.481079,-5.100799,98.875565,709.723083,27.253881,125.902237,719.347107,-3.041817,127.342400,718.486450,30.299229,29.387463,649.888000,27.536402,-10.137414,624.653320,25.493732,-49.884525,610.658813,11.648547,-30.172964,616.810425,9.645528,-68.657051,604.925110,12.996638,10.604008,633.751404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,13.558333,0.000982,0.000528,-0.000043,0.999999,6.373185,117.372253,715.852295,-5.106069,98.883759,709.723999,27.258623,125.907959,719.353516,-3.032977,127.325027,718.479431,-5.101526,98.873055,709.720947,27.257156,125.903053,719.351990,-3.036076,127.340752,718.484009,30.304323,29.385983,649.895203,27.535917,-10.137061,624.673218,25.497086,-49.884995,610.644348,11.646591,-30.171877,616.808960,9.645575,-68.658836,604.923950,12.998734,10.603750,633.762878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,13.566667,0.000609,0.000609,-0.000054,1.000000,6.373765,117.373787,715.864929,-5.106855,98.880959,709.752258,27.259943,125.911682,719.356445,-3.031770,127.328712,718.486206,-5.097061,98.876625,709.754944,27.256086,125.902649,719.353333,-3.038297,127.342941,718.490784,30.301849,29.390392,649.895996,27.534796,-10.136099,624.672791,25.493006,-49.882763,610.650818,11.644498,-30.176178,616.821899,9.643269,-68.651115,604.911438,12.994189,10.602534,633.740173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,13.575000,0.001159,0.000205,-0.000030,0.999999,6.369705,117.374588,715.848511,-5.105108,98.887970,709.706238,27.252655,125.909599,719.366272,-3.038409,127.326202,718.473083,-5.102210,98.873238,709.701660,27.252695,125.905930,719.365173,-3.041376,127.344727,718.478760,30.299656,29.390011,649.871399,27.533669,-10.133568,624.687561,25.492901,-49.880100,610.645996,11.643913,-30.172497,616.797241,9.642313,-68.653328,604.928284,12.994392,10.607849,633.746399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,13.583333,0.001152,-0.000039,-0.000060,0.999999,6.370298,117.374977,715.855957,-5.102627,98.888954,709.708313,27.252043,125.908775,719.383728,-3.038499,127.327187,718.475769,-5.102992,98.873550,709.708496,27.255304,125.908195,719.384766,-3.040219,127.343193,718.481750,30.304155,29.390276,649.890137,27.537460,-10.135906,624.685913,25.494944,-49.881317,610.648926,11.645437,-30.168324,616.817078,9.645010,-68.657829,604.912720,12.995769,10.606670,633.771790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,13.591667,0.001032,0.000331,-0.000056,0.999999,6.372631,117.370911,715.852234,-5.104683,98.883316,709.717590,27.256907,125.905739,719.362549,-3.034310,127.323669,718.476624,-5.099624,98.871437,709.719177,27.257294,125.899803,719.357178,-3.038208,127.340111,718.482727,30.302937,29.385548,649.891296,27.538706,-10.137104,624.674500,25.496254,-49.884876,610.654724,11.643916,-30.172491,616.806213,9.635548,-68.656273,604.877991,13.002274,10.600508,633.773987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,13.600000,0.001313,0.000559,-0.000007,0.999999,6.371744,117.368591,715.848511,-5.106566,98.883339,709.708618,27.256786,125.903473,719.354065,-3.034968,127.318962,718.482788,-5.099874,98.869637,709.706421,27.254902,125.896156,719.350159,-3.039575,127.339516,718.490723,30.302242,29.386480,649.898010,27.537323,-10.136685,624.684021,25.498432,-49.883606,610.649353,11.646502,-30.173471,616.809326,9.645725,-68.658867,604.922058,13.001255,10.600193,633.758728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,13.608333,0.001065,0.000389,0.000009,0.999999,6.372322,117.373878,715.857422,-5.103291,98.885201,709.722900,27.255890,125.911179,719.365906,-3.035613,127.325233,718.483582,-5.096545,98.874825,709.724182,27.254684,125.905602,719.365112,-3.040511,127.343353,718.488953,30.301172,29.387547,649.884460,27.548958,-10.135633,624.730042,25.495808,-49.882317,610.654846,11.641663,-30.165020,616.781860,9.637217,-68.650536,604.878845,12.996331,10.608055,633.763977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,13.616667,0.001204,0.000360,-0.000013,0.999999,6.373456,117.373627,715.850281,-5.102633,98.887169,709.709900,27.257206,125.909012,719.362305,-3.034183,127.324669,718.478699,-5.099453,98.873215,709.705627,27.257254,125.905128,719.361084,-3.037446,127.342644,718.484192,30.302933,29.389545,649.888123,27.539343,-10.131741,624.663635,25.498976,-49.882278,610.659607,11.647195,-30.170300,616.820190,9.646399,-68.657127,604.924255,12.999334,10.608939,633.778442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,13.625000,0.001219,0.000340,-0.000015,0.999999,6.370849,117.369621,715.847168,-5.105072,98.883400,709.705750,27.254492,125.904831,719.360291,-3.036854,127.320633,718.475464,-5.103288,98.868004,709.701111,27.255608,125.902084,719.359497,-3.039795,127.338875,718.480957,30.303570,29.390640,649.922852,27.546200,-10.135166,624.734558,25.493944,-49.884636,610.658997,11.646144,-30.171566,616.796570,9.645532,-68.656281,604.913574,12.991043,10.609632,633.761230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,13.633333,0.000982,0.000620,0.000017,0.999999,6.371949,117.369904,715.860718,-5.106209,98.880028,709.734497,27.257006,125.908119,719.358093,-3.034925,127.321556,718.489563,-5.095540,98.872864,709.736389,27.255444,125.898567,719.354675,-3.043050,127.339584,718.496399,30.301376,29.387478,649.893005,27.538887,-10.137236,624.690613,25.498993,-49.884171,610.654968,11.646977,-30.172100,616.812622,9.646259,-68.659050,604.917053,12.998882,10.602632,633.756653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,13.641667,0.001343,0.000198,0.000003,0.999999,6.372256,117.368713,715.852051,-5.101236,98.883591,709.702820,27.254587,125.903816,719.373169,-3.036560,127.318726,718.480103,-5.098017,98.868256,709.698059,27.254227,125.899803,719.372009,-3.039446,127.338203,718.485901,30.301634,29.385334,649.876953,27.549913,-10.141487,624.737366,25.497772,-49.884777,610.655762,11.640828,-30.163368,616.758789,9.646699,-68.654617,604.923157,12.996406,10.602711,633.754578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,13.650000,0.001118,0.000073,-0.000025,0.999999,6.372765,117.374107,715.863892,-5.100240,98.886864,709.720093,27.254700,125.909615,719.386414,-3.036143,127.325836,718.485107,-5.096199,98.875229,709.716858,27.254417,125.905052,719.385071,-3.039937,127.342148,718.489685,30.302805,29.390852,649.890564,27.550598,-10.134598,624.722229,25.493526,-49.875568,610.647766,11.648035,-30.166391,616.818909,9.647053,-68.650902,604.926025,12.998306,10.606916,633.770142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,13.658333,0.000853,0.000569,-0.000035,1.000000,6.372846,117.371994,715.842773,-5.106594,98.881714,709.720215,27.258423,125.908958,719.340088,-3.033272,127.325294,718.468079,-5.099309,98.875206,709.718506,27.255713,125.901833,719.337585,-3.037884,127.339020,718.472107,30.302616,29.394474,649.890564,27.541052,-10.130555,624.686218,25.491943,-49.871265,610.652283,11.645123,-30.167988,616.813110,9.646687,-68.650139,604.924316,12.997853,10.610145,633.748840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,13.666667,0.001316,0.000204,0.000040,0.999999,6.372373,117.372681,715.858032,-5.099843,98.886383,709.709961,27.254124,125.909508,719.378479,-3.037140,127.322151,718.485718,-5.100143,98.869484,709.704651,27.258375,125.908478,719.378418,-3.041175,127.340141,718.491150,30.301765,29.391180,649.901672,27.549929,-10.135787,624.736145,25.499622,-49.879597,610.653137,11.652412,-30.173306,616.832764,9.646119,-68.646194,604.912415,13.000496,10.608315,633.791382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,13.675000,0.001449,0.000458,0.000044,0.999999,6.372399,117.370277,715.861938,-5.102771,98.885521,709.714722,27.255856,125.906349,719.374023,-3.035868,127.318962,718.497009,-5.099624,98.868248,709.710999,27.256508,125.901070,719.368469,-3.039572,127.340691,718.503418,30.303968,29.388325,649.896057,27.537582,-10.136830,624.672607,25.497643,-49.883316,610.655701,11.650604,-30.175133,616.834229,9.643733,-68.650269,604.914246,12.996549,10.603458,633.742004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,13.683333,0.000721,0.000011,-0.000106,1.000000,6.374269,117.370003,715.862061,-5.100991,98.879761,709.731506,27.257160,125.904884,719.380371,-3.033339,127.325340,718.474182,-5.097837,98.873291,709.732971,27.260260,125.900955,719.377686,-3.038922,127.335701,718.471863,30.302614,29.390692,649.914673,27.547905,-10.132068,624.755615,25.498207,-49.882851,610.660461,11.643549,-30.164709,616.790894,9.644079,-68.650208,604.910583,13.000789,10.605532,633.772278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,13.691667,0.000726,0.000434,-0.000056,1.000000,6.375142,117.376793,715.870483,-5.103445,98.885445,709.749512,27.260145,125.913742,719.371277,-3.031253,127.331169,718.490723,-5.094825,98.880592,709.748352,27.256960,125.905525,719.368408,-3.036737,127.344322,718.494873,30.305088,29.395851,649.899841,27.538683,-10.126846,624.679626,25.495424,-49.878761,610.674194,11.639532,-30.160181,616.791504,9.635925,-68.640549,604.883057,12.999208,10.609054,633.780334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,13.700000,0.000801,-0.000452,-0.000124,1.000000,6.374665,117.376534,715.861755,-5.095574,98.887688,709.717651,27.254593,125.910118,719.400757,-3.035003,127.331795,718.466797,-5.099587,98.873894,709.713379,27.256880,125.912743,719.402100,-3.033326,127.342911,718.469849,30.301952,29.394014,649.903992,27.549595,-10.131332,624.754150,25.496361,-49.876221,610.658020,11.645074,-30.165642,616.809204,9.641262,-68.645393,604.905579,12.998088,10.609647,633.771667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,13.708333,0.000892,0.000209,-0.000089,1.000000,6.371692,117.374100,715.863953,-5.105343,98.885544,709.731628,27.255672,125.908524,719.376892,-3.035233,127.328217,718.483276,-5.102005,98.872978,709.732422,27.259029,125.903008,719.369690,-3.042884,127.345741,718.492920,30.303364,29.386576,649.907104,27.549871,-10.137704,624.742615,25.496218,-49.879795,610.667847,11.647551,-30.168921,616.818298,9.637994,-68.642189,604.869202,12.996208,10.608396,633.774353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,13.716667,0.001164,0.000234,-0.000027,0.999999,6.372304,117.370094,715.859497,-5.102760,98.883469,709.717712,27.255411,125.905174,719.376099,-3.035715,127.321632,718.484619,-5.099633,98.866882,709.712646,27.254950,125.901207,719.374817,-3.038405,127.342331,718.490967,30.304853,29.385336,649.902832,27.549780,-10.134194,624.742615,25.498230,-49.881508,610.664368,11.648775,-30.169601,616.799927,9.644713,-68.653549,604.900940,12.993945,10.606212,633.752808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,13.725000,0.000967,0.000020,-0.000039,1.000000,6.372688,117.369850,715.860901,-5.100214,98.881096,709.721497,27.254503,125.905815,719.383057,-3.036204,127.322647,718.478149,-5.099611,98.867378,709.717529,27.259304,125.904068,719.382874,-3.041685,127.338173,718.482422,30.302197,29.387867,649.887207,27.552048,-10.133534,624.726929,25.496365,-49.881310,610.663574,11.639997,-30.163179,616.774414,9.645366,-68.655472,604.923828,12.998746,10.608528,633.772400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,13.733333,0.001056,0.000303,-0.000038,0.999999,6.373368,117.373138,715.853760,-5.102966,98.885445,709.717590,27.257154,125.908508,719.365601,-3.034063,127.325447,718.478088,-5.100010,98.873741,709.713989,27.256138,125.905052,719.364319,-3.036019,127.340721,718.482910,30.302212,29.392410,649.908569,27.548712,-10.130170,624.728394,25.497276,-49.881718,610.671997,11.641880,-30.159534,616.791504,9.644323,-68.647217,604.907166,13.000750,10.611307,633.788391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,13.741667,0.001109,0.000485,-0.000022,0.999999,6.374585,117.378693,715.877930,-5.103375,98.891281,709.743896,27.259367,125.914368,719.383118,-3.032216,127.330406,718.506836,-5.099748,98.875214,709.739075,27.261234,125.909851,719.381775,-3.037782,127.351166,718.513000,30.303638,29.393343,649.896362,27.541563,-10.128674,624.666443,25.494934,-49.878632,610.673889,11.646486,-30.164705,616.814453,9.645044,-68.651535,604.926941,13.002638,10.611026,633.775940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,13.750000,0.001074,0.000404,-0.000002,0.999999,6.375221,117.375854,715.880310,-5.101006,98.887550,709.745789,27.259092,125.912605,719.388306,-3.032404,127.327385,718.506958,-5.097353,98.870094,709.738708,27.259331,125.907661,719.386047,-3.036449,127.347527,718.510559,30.303438,29.391365,649.899048,27.548435,-10.132266,624.730652,25.499990,-49.879208,610.653198,11.645023,-30.170654,616.805969,9.647282,-68.651436,604.923889,12.997540,10.607188,633.761658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,13.758333,0.001014,0.000742,0.000065,0.999999,6.374176,117.372169,715.871826,-5.103703,98.881577,709.747253,27.259264,125.912178,719.364563,-3.033013,127.322746,718.503601,-5.094405,98.869057,709.742188,27.256262,125.902130,719.357300,-3.040020,127.343239,718.507446,30.304853,29.382055,649.897888,27.548189,-10.137339,624.733826,25.499590,-49.884106,610.664001,11.643861,-30.172417,616.808105,9.645514,-68.650421,604.924316,12.996511,10.602052,633.754333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,13.766667,0.001117,0.000077,-0.000008,0.999999,6.374633,117.370987,715.855835,-5.097808,98.883347,709.712219,27.256313,125.907196,719.378174,-3.034585,127.322403,718.477112,-5.099020,98.866798,709.707153,27.261517,125.906914,719.378540,-3.038658,127.339256,718.481750,30.301481,29.384596,649.892639,27.551306,-10.138256,624.759888,25.497181,-49.880276,610.662231,11.646772,-30.168745,616.804260,9.646628,-68.655312,604.932373,12.999575,10.601856,633.764343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,13.775000,0.000909,0.000202,-0.000086,1.000000,6.374163,117.376373,715.872253,-5.102708,98.887970,709.739136,27.258057,125.910774,719.385803,-3.032842,127.330360,718.491760,-5.100491,98.873993,709.735046,27.260662,125.907631,719.384949,-3.037727,127.347588,718.496765,30.305864,29.391840,649.893433,27.537457,-10.132133,624.705078,25.496548,-49.873371,610.661499,11.644606,-30.167822,616.806396,9.645061,-68.648369,604.923706,12.999737,10.607165,633.769348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,13.783333,0.000868,-0.000021,-0.000079,1.000000,6.376048,117.377441,715.876221,-5.097800,98.888367,709.739502,27.258244,125.912445,719.398376,-3.032277,127.331497,718.490784,-5.095259,98.876884,709.736206,27.260912,125.909164,719.397644,-3.037548,127.346336,718.494873,30.308836,29.395538,649.904602,27.551918,-10.130572,624.723938,25.496639,-49.873760,610.661743,11.642118,-30.160093,616.788147,9.642845,-68.644684,604.933105,13.000379,10.607838,633.770691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,13.791667,0.001112,0.000247,-0.000051,0.999999,6.376268,117.373878,715.866943,-5.099843,98.887161,709.727356,27.259874,125.908333,719.382080,-3.031204,127.326134,718.491333,-5.097445,98.872299,709.721497,27.263754,125.903740,719.377991,-3.038001,127.344238,718.497253,30.304218,29.392153,649.902161,27.541218,-10.133236,624.659241,25.495401,-49.877342,610.659058,11.649753,-30.170527,616.822449,9.645220,-68.654785,604.936218,12.999742,10.604416,633.780151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,13.800000,0.000856,-0.000243,-0.000074,1.000000,6.375919,117.371300,715.864868,-5.095028,98.881958,709.723572,27.256466,125.906601,719.396118,-3.033660,127.325325,718.474976,-5.096224,98.870651,709.720276,27.260992,125.906677,719.397705,-3.037584,127.335709,718.475769,30.306192,29.389481,649.921448,27.539154,-10.136224,624.697205,25.496809,-49.884514,610.657471,11.638187,-30.167356,616.784851,9.647349,-68.662170,604.928467,12.997239,10.603004,633.781006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,13.808333,0.000858,0.000013,-0.000061,1.000000,6.374928,117.372360,715.869385,-5.098706,98.882774,709.733826,27.257071,125.908165,719.389893,-3.033560,127.326149,718.484314,-5.096919,98.872726,709.730774,27.259436,125.905739,719.389160,-3.037761,127.338676,718.488159,30.302042,29.386642,649.914429,27.548513,-10.136994,624.737793,25.496124,-49.884651,610.656250,11.639113,-30.165838,616.793945,9.666895,-68.675026,605.065552,12.994843,10.604473,633.742004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,13.816667,0.000886,0.000035,-0.000046,1.000000,6.374177,117.375565,715.870850,-5.099144,98.885963,709.734802,27.256207,125.911835,719.390991,-3.034511,127.328903,718.486816,-5.098034,98.872314,709.729797,27.257421,125.910324,719.391357,-3.036912,127.344833,718.490845,30.308783,29.390749,649.902039,27.536863,-10.133653,624.702454,25.498907,-49.883427,610.664001,11.646049,-30.168909,616.817810,9.644320,-68.658859,604.940063,12.997519,10.608825,633.751892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
