Format Version,1.24,Take Name,Take 2025-02-23 02.34.27 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-23 02.34.28.585 下午,Capture Start Frame,6772371,Total Frames in Take,8009,Total Exported Frames,8009,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133333,0.000555,0.000613,0.000061,1.000000,8.622659,78.026558,472.464508,-1.514134,60.130341,462.630341,0.610865,89.401886,469.951355,26.771225,84.547363,484.811768,-1.538328,60.109341,462.611298,0.595854,89.404861,469.942963,26.811287,84.565651,484.839783,45.273762,-18.583698,429.905518,9.128757,-42.209751,421.242249,31.941618,-78.705078,394.330627,43.207508,-100.805977,396.171478,28.264606,-117.565292,385.071594,2.623642,-117.301216,400.878448,7.660287,-78.785553,408.207428,46.654549,-60.271442,407.170746,33.349964,-36.602116,408.516876,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.141667,0.000625,0.000498,0.000082,1.000000,8.633262,78.017395,472.455231,-1.500497,60.122139,462.616211,0.621568,89.392746,469.941864,26.778692,84.537231,484.807648,-1.527642,60.099247,462.594971,0.605831,89.395172,469.932770,26.822594,84.558014,484.838531,45.287670,-18.556406,429.914490,9.154387,-42.187679,421.203094,32.003807,-78.612724,394.237701,43.294086,-100.705681,396.071594,28.364923,-117.475449,384.928253,2.714986,-117.243332,400.697754,7.714915,-78.744392,408.139801,46.704391,-60.200146,407.129608,33.377777,-36.547668,408.502228,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.150000,0.000535,0.000679,0.000076,1.000000,8.620696,78.002197,472.468475,-1.516815,60.105274,462.636353,0.608211,89.377182,469.955963,26.770672,84.524063,484.813110,-1.541501,60.084625,462.622742,0.591660,89.379829,469.950562,26.805603,84.539665,484.839447,45.283413,-18.530373,429.943573,9.178455,-42.163612,421.183624,32.061378,-78.557587,394.174164,43.377937,-100.631676,395.994904,28.465874,-117.385780,384.810760,2.801078,-117.192627,400.543732,7.771145,-78.705688,408.058777,46.746258,-60.151150,407.088318,33.401039,-36.501728,408.500488,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158333,0.000666,0.000628,0.000116,1.000000,8.620130,77.996193,472.461761,-1.514954,60.101040,462.623932,0.607000,89.371201,469.951385,26.768324,84.516273,484.809998,-1.540517,60.080872,462.603607,0.590881,89.373337,469.942383,26.809170,84.535515,484.838867,45.266098,-18.470938,429.984619,9.171042,-42.138721,421.192474,32.115910,-78.460350,394.130920,43.442223,-100.534866,395.906250,28.561167,-117.280472,384.710693,2.878015,-117.136475,400.415253,7.816880,-78.657227,407.973602,46.779510,-60.055363,407.078827,33.394897,-36.380207,408.557190,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166667,0.000767,0.000696,0.000149,1.000000,8.631354,78.007835,472.465759,-1.503902,60.114002,462.625671,0.617133,89.382812,469.958771,26.780811,84.526596,484.812805,-1.527529,60.092739,462.607025,0.605217,89.390167,469.953552,26.819506,84.547241,484.839874,45.302570,-18.545370,429.892334,9.199690,-42.123192,421.157684,32.158730,-78.384827,394.095062,43.518353,-100.479820,395.844940,28.656244,-117.183716,384.603607,2.957445,-117.083656,400.284637,7.860912,-78.617531,407.890472,46.802341,-60.007263,407.034698,33.411106,-36.416065,408.470673,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,0.000699,0.000758,0.000132,1.000000,8.615865,78.024590,472.480469,-1.521199,60.129761,462.644073,0.601714,89.399498,469.972931,26.767056,84.544426,484.824432,-1.548115,60.110455,462.627563,0.585626,89.405121,469.966949,26.803978,84.565506,484.853180,45.266350,-18.385893,430.068665,9.196946,-42.087601,421.176453,32.198414,-78.288689,394.067749,43.566334,-100.380089,395.752197,28.739107,-117.116890,384.502289,3.033778,-117.036041,400.198395,7.898904,-78.558105,407.854797,46.807407,-59.936169,407.044708,33.435429,-36.334858,408.570526,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183333,0.000744,0.000480,0.000116,1.000000,8.626031,78.026657,472.458374,-1.506163,60.133045,462.614746,0.613658,89.402054,469.947388,26.770576,84.544792,484.812988,-1.531733,60.111214,462.590668,0.597854,89.404602,469.934418,26.815954,84.565437,484.843262,45.290588,-18.532520,429.883362,9.184134,-42.072365,421.166718,32.244858,-78.131767,394.054230,43.621857,-100.206215,395.716827,28.780807,-117.021080,384.419922,3.076730,-116.996452,400.144196,7.930673,-78.511795,407.822571,46.863689,-59.805687,407.091919,33.409821,-36.262062,408.551239,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.191667,0.000728,0.000626,0.000161,1.000000,8.626429,77.999779,472.469757,-1.507021,60.104935,462.629639,0.612283,89.374374,469.960785,26.774004,84.519943,484.818817,-1.533558,60.081287,462.608643,0.597968,89.377861,469.952881,26.815737,84.540344,484.848236,45.284668,-18.395481,430.029358,9.216529,-42.113613,421.149506,32.266460,-78.220215,393.978760,43.675747,-100.251122,395.637512,28.864855,-116.925400,384.290833,3.153061,-116.988510,400.003235,7.960016,-78.547737,407.784485,46.829514,-59.912167,406.992981,33.433765,-36.394863,408.465515,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,0.000576,0.000588,0.000086,1.000000,8.618494,77.997696,472.466370,-1.516882,60.101383,462.630951,0.606237,89.372726,469.953339,26.766106,84.518906,484.814850,-1.541243,60.082966,462.612488,0.589215,89.373253,469.942963,26.808506,84.537193,484.844391,45.326077,-18.459997,429.975952,9.219641,-42.090294,421.147675,32.265457,-78.162621,393.973328,43.684868,-100.159492,395.595306,28.917307,-116.834969,384.234039,3.203804,-116.955963,399.941986,7.964463,-78.529495,407.773651,46.864513,-59.891102,407.016235,33.454704,-36.276310,408.570312,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208333,0.000534,0.000628,0.000061,1.000000,8.619689,78.006927,472.462738,-1.517370,60.110283,462.629639,0.607806,89.382141,469.949371,26.768610,84.528282,484.809235,-1.539592,60.092777,462.612549,0.590612,89.383644,469.939209,26.808952,84.544632,484.837006,45.258240,-18.492704,429.931366,9.200770,-42.069447,421.150421,32.290665,-78.077461,393.968353,43.712208,-100.062119,395.584778,28.916920,-116.801979,384.191956,3.219549,-116.934288,399.916138,7.981515,-78.486832,407.755646,46.892147,-59.741562,407.058319,33.442490,-36.234844,408.574707,,,,,,,,,,,,,,,,,,,,,,,,,,,
