Format Version,1.24,Take Name,Take 2025-02-27 06.56.51 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-27 06.56.51.395 下午,Capture Start Frame,97609,Total Frames in Take,7724,Total Exported Frames,7724,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2067,17.225000,-0.000595,-0.000440,-0.000327,1.000000,15.279972,101.402855,463.869629,4.791383,83.841148,453.314514,34.090771,107.684181,475.363708,6.957763,112.683189,462.930634,4.790356,83.855942,453.327332,34.095955,107.682816,475.367889,6.951076,112.671722,462.924835,11.200493,-19.217438,409.096313,52.112747,6.873241,413.826324,-2.649981,-96.231529,405.995605,29.121773,-62.929420,382.395721,19.236032,-108.098572,386.847961,51.157394,-41.035458,391.713531,7.201805,-57.181683,400.554657,43.104595,-88.889938,391.149750,33.939491,-13.746547,391.108917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,17.233333,-0.000732,-0.000435,-0.000432,1.000000,15.277888,101.405540,463.875366,4.785496,83.843140,453.325165,34.090122,107.686050,475.367523,6.958048,112.687370,462.933319,4.786400,83.857086,453.329742,34.096485,107.684982,475.370514,6.950721,112.674553,462.925720,11.200485,-19.217043,409.100464,52.110561,6.869484,413.834503,-2.654088,-96.232086,405.990356,29.121264,-62.930183,382.399811,19.232952,-108.097672,386.843353,51.145496,-41.033237,391.692719,7.203413,-57.192539,400.563477,43.101250,-88.890167,391.155304,33.939617,-13.750116,391.105774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,17.241667,0.000034,-0.000047,-0.000017,1.000000,15.282500,101.402245,463.852448,4.796507,83.847321,453.283447,34.098431,107.680779,475.339661,6.952567,112.678589,462.934143,4.798306,83.846275,453.277740,34.101948,107.679466,475.337067,6.949114,112.679359,462.934326,11.205603,-19.211557,409.112213,52.109085,6.865599,413.832306,-2.656812,-96.233299,405.988464,29.121428,-62.934830,382.409241,19.233976,-108.092285,386.851715,51.140812,-41.037628,391.701080,7.201529,-57.190338,400.570312,43.091667,-88.880814,391.148987,33.938828,-13.751440,391.117859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,17.250000,-0.000427,-0.000073,-0.000194,1.000000,15.276899,101.405182,463.857971,4.785235,83.844238,453.304626,34.094460,107.687637,475.340363,6.951002,112.683617,462.928894,4.791918,83.856094,453.311829,34.089016,107.682327,475.336212,6.949810,112.677223,462.925812,11.200785,-19.218262,409.110840,52.106377,6.859875,413.827881,-2.659917,-96.236694,405.995026,29.118078,-62.938282,382.415131,19.233335,-108.088470,386.854340,51.136772,-41.039997,391.702026,7.200488,-57.191334,400.573517,43.084927,-88.888611,391.161957,33.940800,-13.759741,391.112885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,17.258333,-0.000104,-0.000055,0.000020,1.000000,15.280319,101.399406,463.832458,4.795784,83.840790,453.268158,34.095612,107.682503,475.318237,6.949564,112.674873,462.910950,4.799137,83.847771,453.271759,34.094528,107.679810,475.316772,6.947308,112.670700,462.908905,11.205339,-19.210730,409.123108,52.104771,6.863441,413.828247,-2.658084,-96.235931,405.996063,29.116392,-62.935249,382.418457,19.232971,-108.085724,386.844421,51.130444,-41.042786,391.702484,7.199007,-57.203625,400.571564,43.077827,-88.880447,391.160980,33.940559,-13.770598,391.115295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,17.266667,-0.000416,0.000014,-0.000171,1.000000,15.280942,101.401840,463.850281,4.788242,83.840652,453.298401,34.100208,107.684906,475.329559,6.954379,112.679932,462.922882,4.792947,83.853012,453.312042,34.099636,107.679787,475.330688,6.949583,112.675186,462.920837,11.201468,-19.211935,409.101074,52.105354,6.850815,413.831726,-2.662191,-96.242279,406.003326,29.116291,-62.935925,382.421051,19.233915,-108.085281,386.848206,51.126492,-41.045715,391.704773,7.198001,-57.191532,400.574646,43.063225,-88.869789,391.132660,33.941509,-13.772080,391.118073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,17.275000,0.000323,-0.000562,0.000096,1.000000,15.282866,101.402893,463.852142,4.811728,83.851707,453.262207,34.085541,107.679031,475.362335,6.951330,112.677887,462.931793,4.800984,83.844139,453.250732,34.096657,107.689255,475.377197,6.950825,112.676796,462.933655,11.206893,-19.214443,409.121063,52.102879,6.861065,413.829315,-2.659337,-96.237183,405.994598,29.118427,-62.937675,382.421906,19.238466,-108.079941,386.848114,51.130573,-41.049168,391.723267,7.199243,-57.206909,400.573822,43.062580,-88.866943,391.129181,33.941914,-13.768326,391.119019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,17.283333,-0.000494,-0.000320,-0.000242,1.000000,15.276474,101.401482,463.851959,4.788330,83.840126,453.295807,34.088966,107.683655,475.342804,6.952128,112.680595,462.917206,4.792566,83.856606,453.311676,34.087807,107.677818,475.338501,6.946226,112.670578,462.909332,11.206596,-19.214634,409.117737,52.104126,6.853798,413.825195,-2.661297,-96.242424,405.997101,29.121086,-62.937229,382.428619,19.240561,-108.078705,386.847809,51.120880,-41.047031,391.702820,7.198155,-57.197731,400.580963,43.060543,-88.863358,391.123871,33.939869,-13.782017,391.136292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,17.291667,0.000196,-0.000315,0.000098,1.000000,15.280126,101.400719,463.844604,4.803824,83.846809,453.264313,34.088455,107.679848,475.343903,6.948098,112.675446,462.925507,4.801075,83.845573,453.258972,34.091854,107.683441,475.347504,6.948418,112.673668,462.927856,11.204846,-19.220831,409.113281,52.101894,6.843062,413.832336,-2.660681,-96.246834,405.988708,29.121052,-62.932091,382.426727,19.242737,-108.073959,386.839874,51.117908,-41.047726,391.707672,7.201248,-57.208706,400.575531,43.059361,-88.863266,391.124634,33.955677,-13.782194,391.155243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,17.300000,-0.000049,-0.000462,0.000015,1.000000,15.280137,101.400146,463.839630,4.804014,83.842812,453.264832,34.086140,107.681755,475.341370,6.950259,112.675812,462.912567,4.803393,83.845581,453.265503,34.089169,107.681953,475.343170,6.947849,112.672905,462.910065,11.209835,-19.213797,409.120636,52.100758,6.846838,413.826660,-2.652063,-96.235199,405.966797,29.122169,-62.925377,382.412018,19.250790,-108.064941,386.836761,51.117493,-41.046741,391.714569,7.202541,-57.190990,400.566833,43.059124,-88.853638,391.118073,33.946590,-13.780211,391.124268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,17.308333,-0.000347,0.000113,-0.000095,1.000000,15.279870,101.401688,463.840637,4.787755,83.840355,453.288391,34.100456,107.686028,475.317017,6.951400,112.678627,462.916443,4.796750,83.851746,453.296417,34.094810,107.678429,475.311798,6.948117,112.674973,462.913757,11.205952,-19.215446,409.102966,52.099342,6.847803,413.828339,-2.649656,-96.233582,405.953857,29.126856,-62.919014,382.418365,19.255793,-108.062279,386.828339,51.116779,-41.040005,391.710358,7.204201,-57.191898,400.570526,43.059612,-88.850052,391.114441,33.959316,-13.776979,391.160522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,17.316667,-0.000214,-0.000691,-0.000053,1.000000,15.282038,101.399658,463.843964,4.808376,83.840248,453.270203,34.083622,107.682533,475.352264,6.954113,112.676147,462.909363,4.804883,83.845299,453.269897,34.093773,107.684708,475.358459,6.947485,112.668961,462.903534,11.211751,-19.210970,409.119934,52.101139,6.852681,413.829559,-2.644644,-96.234085,405.945435,29.127609,-62.911434,382.408051,19.266399,-108.045670,386.807007,51.110641,-41.037895,391.694885,7.202807,-57.182606,400.554718,43.063423,-88.837059,391.103271,33.947590,-13.777643,391.123901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,17.325000,-0.000088,-0.000245,-0.000057,1.000000,15.279171,101.402214,463.854828,4.795930,83.845558,453.285980,34.091072,107.682037,475.347900,6.950514,112.679001,462.930511,4.793715,83.850883,453.291168,34.092014,107.681915,475.343323,6.950260,112.675255,462.932770,11.207376,-19.212498,409.097015,52.098167,6.848406,413.829041,-2.639937,-96.232437,405.928101,29.131544,-62.898548,382.395599,19.274296,-108.033974,386.791595,51.112377,-41.030258,391.698730,7.220594,-57.192757,400.608551,43.064728,-88.830505,391.092346,33.960270,-13.772739,391.157928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,17.333333,0.000050,-0.000603,-0.000005,1.000000,15.281242,101.402245,463.847870,4.807430,83.847404,453.266693,34.084236,107.680862,475.356201,6.952062,112.678413,462.920685,4.802238,83.845627,453.263458,34.095348,107.684181,475.363037,6.946215,112.676949,462.917084,11.214172,-19.209288,409.110596,52.096043,6.846900,413.823914,-2.636172,-96.232452,405.917175,29.135656,-62.894955,382.394043,19.285904,-108.019913,386.739319,51.114372,-41.025463,391.694214,7.210651,-57.182629,400.550659,43.071560,-88.820999,391.091980,33.964104,-13.769259,391.155792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,17.341667,-0.000249,-0.000464,-0.000008,1.000000,15.280397,101.401230,463.845001,4.803519,83.840141,453.277222,34.086628,107.686592,475.344360,6.951044,112.676910,462.913391,4.805977,83.848434,453.281006,34.089348,107.684097,475.345032,6.945858,112.671188,462.908936,11.216815,-19.202110,409.114075,52.097404,6.848687,413.833466,-2.623921,-96.227524,405.886597,29.139868,-62.884956,382.386383,19.294983,-108.008385,386.722626,51.111305,-41.016296,391.689423,7.217827,-57.184448,400.550598,43.075737,-88.805939,391.056061,33.964451,-13.755262,391.157532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,17.350000,-0.000267,0.000189,-0.000065,1.000000,15.278438,101.398720,463.836975,4.785774,83.838440,453.283508,34.100395,107.682365,475.311493,6.949144,112.675308,462.915833,4.794387,83.849792,453.291595,34.093464,107.672974,475.301941,6.947084,112.672905,462.915375,11.218171,-19.199800,409.093964,52.093727,6.856162,413.827881,-2.612788,-96.222969,405.842316,29.154627,-62.871231,382.396423,19.309481,-107.988586,386.687378,51.107677,-41.008808,391.676056,7.219127,-57.177998,400.535065,43.080894,-88.789391,391.043549,33.970844,-13.750110,391.169556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,17.358333,-0.000106,-0.000608,-0.000069,1.000000,15.279662,101.403328,463.851105,4.803683,83.846542,453.275269,34.083351,107.683105,475.357666,6.951953,112.680283,462.920319,4.797755,83.847832,453.272644,34.095661,107.687172,475.365479,6.945656,112.674988,462.915131,11.219877,-19.198652,409.106750,52.094185,6.856030,413.831238,-2.603596,-96.218124,405.817688,29.161245,-62.851124,382.397491,19.325985,-107.976242,386.667053,51.107929,-40.999226,391.663361,7.221132,-57.165966,400.521912,43.085270,-88.770462,391.032379,33.973598,-13.744642,391.164307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,17.366667,-0.000176,-0.000690,-0.000129,1.000000,15.281799,101.405220,463.856537,4.805460,83.848206,453.281464,34.084351,107.684357,475.365326,6.955589,112.683044,462.922821,4.799954,83.851357,453.279572,34.095478,107.688393,475.372284,6.950025,112.675911,462.917725,11.223578,-19.192780,409.089783,52.093941,6.860696,413.822876,-2.588641,-96.230186,405.806885,29.168694,-62.835022,382.392639,19.338758,-107.953140,386.626129,51.109222,-40.992893,391.662750,7.226707,-57.164635,400.514984,43.103161,-88.766754,391.040802,33.977028,-13.739353,391.142731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,17.375000,-0.000605,0.000138,-0.000239,1.000000,15.277300,101.397606,463.840027,4.779570,83.833855,453.297363,34.100288,107.682419,475.312225,6.952044,112.676468,462.910431,4.791435,83.851143,453.308655,34.092770,107.672653,475.305298,6.947825,112.669212,462.906250,11.227212,-19.192240,409.090515,52.093906,6.865009,413.830139,-2.577242,-96.225868,405.774353,29.180218,-62.817497,382.370728,19.353918,-107.939980,386.585388,51.115223,-40.981514,391.661804,7.248203,-57.169205,400.558105,43.110683,-88.751640,391.017029,33.977623,-13.734958,391.167236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,17.383333,-0.000340,-0.000380,-0.000097,1.000000,15.278251,101.402565,463.848999,4.796496,83.841400,453.286194,34.087524,107.686707,475.344025,6.950734,112.679550,462.916718,4.796993,83.849716,453.288788,34.091251,107.686142,475.345947,6.946486,112.671844,462.912231,11.230008,-19.184971,409.079193,52.091824,6.862217,413.828033,-2.564089,-96.220306,405.725433,29.183561,-62.793301,382.341827,19.367615,-107.924759,386.560638,51.127094,-40.975029,391.682098,7.252937,-57.168324,400.534302,43.126980,-88.737823,391.021454,33.983059,-13.725828,391.140503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,17.391667,-0.000331,-0.000528,-0.000119,1.000000,15.278612,101.403961,463.847260,4.799172,83.843460,453.281006,34.084782,107.687035,475.347931,6.951882,112.681335,462.912720,4.797706,83.851028,453.283661,34.091526,107.686455,475.348572,6.946450,112.673538,462.906464,11.229599,-19.181919,409.071869,52.092991,6.869713,413.835663,-2.552495,-96.217628,405.689178,29.190620,-62.774754,382.323395,19.381350,-107.912445,386.535950,51.123123,-40.962902,391.668396,7.260949,-57.158520,400.538483,43.133244,-88.718834,390.993103,33.984676,-13.720702,391.140533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,17.400000,0.000245,-0.000048,0.000160,1.000000,15.281877,101.399712,463.838593,4.802123,83.845528,453.262207,34.095554,107.680069,475.328491,6.947955,112.673492,462.925049,4.802350,83.843597,453.260742,34.093742,107.678551,475.321320,6.950398,112.674400,462.928955,11.233935,-19.176054,409.066467,52.090733,6.868820,413.830048,-2.533448,-96.208946,405.641846,29.206474,-62.761532,382.312256,19.396822,-107.893997,386.501984,51.135628,-40.951984,391.684448,7.269797,-57.152256,400.524261,43.140198,-88.703117,390.964661,33.988190,-13.710565,391.139435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,17.408333,-0.000451,-0.000681,-0.000160,1.000000,15.281352,101.398705,463.821198,4.803723,83.836540,453.255951,34.084499,107.682999,475.326172,6.955834,112.676537,462.881409,4.803456,83.844810,453.260162,34.101242,107.679688,475.332733,6.938725,112.670456,462.863739,11.235433,-19.169138,409.068726,52.087006,6.876701,413.823914,-2.523388,-96.208183,405.612091,29.210033,-62.743305,382.289825,19.422623,-107.885742,386.487854,51.140617,-40.935482,391.669922,7.273958,-57.143951,400.495026,43.154831,-88.687454,390.942719,33.990047,-13.704263,391.139679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,17.416667,0.000047,-0.000192,-0.000010,1.000000,15.284367,101.402451,463.844086,4.801654,83.847672,453.271637,34.096893,107.680931,475.336914,6.954555,112.678711,462.923676,4.801681,83.848473,453.271454,34.099918,107.680595,475.337952,6.951500,112.678284,462.922791,11.238408,-19.166613,409.065186,52.090389,6.877907,413.842743,-2.499315,-96.195671,405.551758,29.213428,-62.723755,382.271820,19.435474,-107.873444,386.460419,51.138947,-40.922485,391.649994,7.278892,-57.138180,400.491241,43.159035,-88.666901,390.910217,33.991608,-13.699617,391.140991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,17.425000,0.000139,-0.000578,0.000075,1.000000,15.283164,101.401443,463.851868,4.811611,83.846809,453.268066,34.085743,107.681015,475.360321,6.952139,112.676453,462.927094,4.803202,83.842697,453.262512,34.096386,107.687653,475.367889,6.949959,112.674019,462.925140,11.238226,-19.161104,409.055359,52.089176,6.880348,413.837372,-2.486421,-96.192657,405.513794,29.211750,-62.704494,382.241547,19.449116,-107.861015,386.439697,51.146416,-40.912632,391.657562,7.286357,-57.134140,400.464203,43.166901,-88.648491,390.889893,33.996834,-13.689219,391.129913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,17.433333,-0.000280,0.000036,-0.000128,1.000000,15.278956,101.402809,463.846985,4.787301,83.843590,453.290771,34.098198,107.684372,475.327118,6.951372,112.680428,462.923035,4.792441,83.856339,453.302032,34.095222,107.677490,475.316284,6.948197,112.675453,462.918884,11.241867,-19.160715,409.054108,52.084373,6.885426,413.827393,-2.473622,-96.190712,405.492188,29.226160,-62.695934,382.249603,19.465799,-107.846283,386.400116,51.149055,-40.905525,391.643433,7.291706,-57.125805,400.450012,43.178188,-88.634270,390.875183,33.996349,-13.680162,391.133392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,17.441667,-0.000042,-0.000559,-0.000003,1.000000,15.280788,101.400826,463.845398,4.806102,83.843994,453.268372,34.084774,107.681633,475.350891,6.951488,112.676788,462.916870,4.801954,83.845535,453.262939,34.095448,107.685631,475.359894,6.946162,112.670792,462.911438,11.241534,-19.155468,409.055969,52.086594,6.885882,413.829468,-2.463527,-96.190704,405.460388,29.224012,-62.674583,382.211517,19.481045,-107.834045,386.391144,51.146278,-40.885506,391.624634,7.296807,-57.121651,400.436798,43.185184,-88.617119,390.837982,34.005199,-13.671125,391.146210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,17.450000,-0.000281,-0.000526,-0.000098,1.000000,15.278207,101.400703,463.845947,4.799464,83.840836,453.277985,34.084156,107.683403,475.347198,6.951000,112.677818,462.912598,4.798325,83.847633,453.279510,34.089642,107.684044,475.350250,6.946641,112.670410,462.907959,11.244114,-19.152922,409.048737,52.089325,6.891409,413.848785,-2.455698,-96.184441,405.434692,29.232471,-62.660461,382.208527,19.496565,-107.820549,386.357422,51.148338,-40.867790,391.615753,7.304804,-57.117874,400.417511,43.197811,-88.597885,390.804962,34.006588,-13.663843,391.150513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,17.458333,-0.000045,-0.000549,-0.000061,1.000000,15.280699,101.403603,463.856812,4.803758,83.847931,453.280090,34.085651,107.682281,475.361908,6.952690,112.680542,462.928375,4.798002,83.847595,453.276917,34.094349,107.686813,475.367676,6.949787,112.676430,462.925812,11.257736,-19.154993,409.084900,52.084934,6.889078,413.828888,-2.446410,-96.187904,405.416138,29.243404,-62.652119,382.199982,19.513529,-107.811836,386.326691,51.150299,-40.860306,391.604980,7.305908,-57.112259,400.402313,43.206165,-88.584862,390.783691,34.009350,-13.660127,391.150696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,17.466667,-0.000661,-0.000018,-0.000244,1.000000,15.276802,101.400467,463.848785,4.782230,83.835625,453.304840,34.096249,107.686424,475.326172,6.951928,112.679298,462.915344,4.790756,83.851425,453.314117,34.095100,107.678818,475.323364,6.944618,112.671326,462.909058,11.248103,-19.147816,409.040375,52.086433,6.893056,413.842590,-2.427897,-96.192322,405.401886,29.249084,-62.635303,382.190002,19.524202,-107.796150,386.304016,51.156090,-40.848190,391.599609,7.311298,-57.108036,400.388306,43.212460,-88.570854,390.758209,34.010975,-13.653975,391.149139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,17.475000,-0.000632,-0.000738,-0.000316,1.000000,15.278353,101.402512,463.843750,4.796442,83.839790,453.283691,34.082161,107.685104,475.348602,6.956457,112.682594,462.898926,4.798940,83.849083,453.280945,34.096329,107.683060,475.362732,6.941338,112.676849,462.887939,11.262327,-19.146282,409.063782,52.082954,6.894720,413.831116,-2.417204,-96.195244,405.389252,29.259171,-62.625805,382.163391,19.536097,-107.785782,386.279602,51.151817,-40.831196,391.579590,7.323369,-57.104004,400.410461,43.227421,-88.551918,390.732086,34.019238,-13.645936,391.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,17.483333,-0.000184,-0.000029,-0.000118,1.000000,15.281026,101.403442,463.847015,4.791092,83.846031,453.286041,34.098648,107.683174,475.330780,6.953338,112.681068,462.924133,4.795543,83.852158,453.287811,34.100761,107.679161,475.329834,6.948432,112.679924,462.926483,11.262932,-19.144880,409.064056,52.085037,6.893739,413.840210,-2.418490,-96.181023,405.350311,29.263266,-62.614189,382.163513,19.548237,-107.775711,386.254974,51.154427,-40.826233,391.582611,7.328582,-57.097507,400.401367,43.236588,-88.538429,390.708923,34.029186,-13.643228,391.184082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,17.491667,-0.000513,0.000298,-0.000155,1.000000,15.279604,101.402336,463.851593,4.781455,83.838768,453.309052,34.105198,107.688210,475.318939,6.952159,112.679977,462.926727,4.793419,83.852928,453.319519,34.094601,107.678535,475.310669,6.950863,112.675644,462.924591,11.262910,-19.143887,409.061707,52.082298,6.900946,413.827454,-2.408839,-96.185875,405.343964,29.268148,-62.601856,382.158783,19.560669,-107.767395,386.246429,51.154125,-40.820244,391.570251,7.331361,-57.100292,400.389099,43.241680,-88.523956,390.695984,34.017838,-13.638800,391.150970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,17.500000,-0.000500,-0.000304,-0.000182,1.000000,15.281328,101.399956,463.846985,4.794949,83.837219,453.291351,34.093437,107.684540,475.337158,6.955601,112.678062,462.912384,4.796671,83.849174,453.295807,34.100422,107.682274,475.340332,6.946838,112.668411,462.904694,11.266837,-19.144455,409.066467,52.084686,6.900168,413.836487,-2.403167,-96.187538,405.336761,29.267012,-62.594822,382.148285,19.567848,-107.764084,386.235443,51.153793,-40.818142,391.568268,7.332902,-57.093876,400.383148,43.244720,-88.511162,390.675262,34.030830,-13.637724,391.185974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,17.508333,0.000235,-0.000387,0.000091,1.000000,15.280097,101.398590,463.838867,4.805075,83.845642,453.255707,34.086864,107.676567,475.341370,6.948354,112.673500,462.919434,4.798263,83.837990,453.246857,34.090321,107.682037,475.343414,6.950792,112.675873,462.924744,11.268329,-19.140915,409.060547,52.083218,6.899687,413.836761,-2.398162,-96.185211,405.318024,29.269873,-62.585861,382.136780,19.572737,-107.750008,386.214203,51.152771,-40.805996,391.566772,7.337994,-57.091198,400.370880,43.246849,-88.505417,390.660706,34.020409,-13.635202,391.151794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,17.516667,0.000160,-0.000026,0.000292,1.000000,15.284953,101.405190,463.842834,4.809372,83.846451,453.269867,34.097473,107.692459,475.330841,6.948013,112.676613,462.927734,4.803348,83.841820,453.265381,34.101616,107.697754,475.334442,6.949879,112.675995,462.928619,11.267729,-19.140364,409.063141,52.083092,6.901879,413.834503,-2.391822,-96.185280,405.323059,29.272144,-62.586994,382.138123,19.579863,-107.745422,386.199463,51.147697,-40.800987,391.546112,7.341989,-57.090816,400.362854,43.248474,-88.502304,390.651855,34.033695,-13.632266,391.182526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,17.525000,-0.000547,-0.000248,-0.000027,1.000000,15.277522,101.409691,463.849243,4.795401,83.842720,453.296448,34.088966,107.701164,475.336700,6.948200,112.685127,462.914520,4.792023,83.855560,453.301514,34.089035,107.702591,475.340118,6.947635,112.670601,462.906952,11.268454,-19.138325,409.058258,52.081772,6.902573,413.831329,-2.389510,-96.186676,405.317383,29.272701,-62.586002,382.135925,19.580692,-107.733238,386.181580,51.150337,-40.798992,391.559296,7.341837,-57.087273,400.355591,43.247330,-88.497620,390.654633,34.023262,-13.627470,391.156616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,17.533333,-0.000591,0.000235,-0.000197,1.000000,15.278840,101.403404,463.854889,4.780569,83.839058,453.313782,34.103512,107.689522,475.323578,6.952439,112.681587,462.927185,4.790248,83.852982,453.322754,34.095146,107.681961,475.316895,6.951191,112.675407,462.924957,11.267673,-19.143166,409.059692,52.082294,6.900218,413.840363,-2.392449,-96.178688,405.298218,29.272726,-62.582336,382.135223,19.585173,-107.734291,386.184326,51.148865,-40.801079,391.562866,7.343201,-57.090622,400.357056,43.246239,-88.493103,390.641418,34.034660,-13.631450,391.190155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,17.541667,0.000083,-0.000373,0.000058,1.000000,15.278591,101.399544,463.844269,4.802122,83.844063,453.266754,34.086090,107.679787,475.344330,6.947562,112.674721,462.921661,4.799727,83.846558,453.265961,34.089664,107.681946,475.346863,6.946380,112.670128,462.919891,11.267922,-19.125826,409.059967,52.081284,6.901224,413.837891,-2.389321,-96.185921,405.307495,29.274324,-62.577122,382.129456,19.591146,-107.731522,386.181976,51.143227,-40.796856,391.551910,7.342439,-57.084938,400.354248,43.242027,-88.487823,390.636536,34.034782,-13.630269,391.187164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,17.550000,-0.000488,-0.000664,-0.000292,1.000000,15.278060,101.403679,463.857208,4.795429,83.843498,453.293579,34.083263,107.683846,475.361053,6.955487,112.683640,462.916870,4.792323,83.858009,453.305359,34.094238,107.684731,475.366333,6.947421,112.670639,462.906952,11.270457,-19.138132,409.062286,52.080143,6.899075,413.831970,-2.388600,-96.185738,405.311340,29.274475,-62.575748,382.135681,19.589027,-107.728722,386.188751,51.142235,-40.799107,391.553070,7.343440,-57.086552,400.351196,43.238136,-88.483040,390.630737,34.035763,-13.634322,391.189148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,17.558333,0.000310,-0.000332,0.000120,1.000000,15.284419,101.400665,463.841125,4.809275,83.848701,453.256470,34.092068,107.678009,475.342499,6.951913,112.675224,462.924316,4.802239,83.840340,453.248444,34.102558,107.683678,475.343994,6.950659,112.677544,462.926941,11.270254,-19.138611,409.054413,52.080662,6.899073,413.838928,-2.389673,-96.190109,405.314850,29.272867,-62.582195,382.142456,19.586750,-107.727936,386.182831,51.139599,-40.801441,391.554199,7.342306,-57.088596,400.357544,43.237663,-88.484413,390.633789,34.033424,-13.631644,391.185638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
